Produkt;Gesamt_Zugänge_kg;Gesamt_Bewegungen_kg;NETTO_kg;Trans_Zugänge;Trans_Bewegungen;Zugänge_A-01-02-2;Zugänge_A-01-03-1;Zugänge_A-01-03-2;Zugänge_A-01-04-1;Zugänge_A-01-05-1;Zugänge_A-01-06-1;Zugänge_A-01-07-1;Zugänge_A-01-08-1;Zugänge_A-01-09-1;Zugänge_A-01-10-1;Zugänge_A-01-11-1;Zugänge_A-01-13-1;Zugänge_A-01-14-1;Zugänge_A-01-14-2;Zugänge_A-01-15-1;Zugänge_A-01-16-1;Zugänge_A-01-17-1;Zugänge_A-01-19-1;Zugänge_A-01-20-1;Zugänge_A-01-21-1;Zugänge_A-01-22-1;Zugänge_A-01-23-1;Zugänge_A-01-24-1;Zugänge_A-01-25-1;Zugänge_A-01-26-1;Zugänge_A-01-27-1;Zugänge_A-01-28-1;Zugänge_A-01-29-1;Zugänge_A-01-34-1;Zugänge_A-01-35-1;Zugänge_A-01-36-1;Zugänge_A-01-37-1;Zugänge_A-01-38-1;Zugänge_A-01-39-1;Zugänge_A-02-100-2;Zugänge_A-02-103-1;Zugänge_A-02-104-1;Zugänge_A-02-108-1;Zugänge_A-02-114-1;Zugänge_A-02-64-2;Zugänge_A-02-71-1;Zugänge_A-02-72-1;Zugänge_A-02-73-1;Zugänge_A-02-74-1;Zugänge_A-02-75-1;Zugänge_A-02-85-1;Zugänge_A-02-86-1;Zugänge_A-02-87-1;Zugänge_A-02-98-2;Zugänge_ADJ LOC;Zugänge_BULKLIQUID;Zugänge_D-06-04-2;Zugänge_D-06-14-1;Zugänge_D-06-15-2;Zugänge_D-06-16-1;Zugänge_D-06-37-3;Zugänge_D-06-40-2;Zugänge_D-06-42-3;Zugänge_D-06-47-2;Zugänge_D-06-48-2;Zugänge_D-06-48-3;Zugänge_DEBOXWIP;Zugänge_FACAPK;Zugänge_FACHIRANI;Zugänge_FADIKELISA;Zugänge_FADKLOMP;Zugänge_FAELMIE;Zugänge_FAFERMAND;Zugänge_FAFRANKENT;Zugänge_FAFURMANNB;Zugänge_FAGEVERSF;Zugänge_FAHABAYEBM;Zugänge_FAHANSENMA;Zugänge_FAIZAREAN;Zugänge_FALUHRSP;Zugänge_FAMATIKT;Zugänge_FAMOHAMMADA;Zugänge_FAMOHAMMEDA;Zugänge_FARIVERAZ;Zugänge_FARIVERAZVF;Zugänge_FASADEKM;Zugänge_FASAUERJ;Zugänge_FASCHRADERS;Zugänge_FATRAOREDA;Zugänge_FAWAHIDM;Zugänge_FAWIEGHOLDD;Zugänge_FH-01-01;Zugänge_FH-01-04;Zugänge_GC-02-01-1;Zugänge_GC-02-04-2;Zugänge_GC-02-18-1;Zugänge_GC-02-19-1;Zugänge_GC-02-23-1;Zugänge_GC-03-11-1;Zugänge_GC-03-13-1;Zugänge_GC-03-18-1;Zugänge_GC-03-19-1;Zugänge_GC-03-20-1;Zugänge_GERMANY;Zugänge_LOST;Zugänge_P-04-04-1;Zugänge_PH-02-01;Zugänge_PH-03-05;Zugänge_PH-03-06;Zugänge_PH-03-10;Zugänge_PH-03-12;Zugänge_PH-03-15;Zugänge_PH-03-18;Zugänge_PH-03-19;Zugänge_PH-03-20;Zugänge_PH-03-22;Zugänge_PH-03-23;Zugänge_PH-03-24;Zugänge_PLATING-LINE-01;Zugänge_PLATING-LINE-02;Zugänge_PLATING-LINE-03;Zugänge_PLATINGWIP;Zugänge_PLH-01-02;Zugänge_PLH-01-03;Zugänge_PLH-01-04;Zugänge_PLH-01-05;Zugänge_PLH-01-06;Zugänge_PLH-01-07;Zugänge_PLH-01-08;Zugänge_PLH-01-09;Zugänge_PLH-01-10;Zugänge_PLH-01-11;Zugänge_PLH-01-12;Zugänge_PLH-01-13;Zugänge_PLH-01-14;Zugänge_PLH-01-15;Zugänge_PLH-01-16;Zugänge_PLH-02-01;Zugänge_PLH-02-02;Zugänge_PLH-02-03;Zugänge_PLH-02-05;Zugänge_PLH-02-06;Zugänge_PLH-02-07;Zugänge_PLH-02-08;Zugänge_PLH-02-09;Zugänge_PLH-02-10;Zugänge_PLH-02-11;Zugänge_PLH-02-12;Zugänge_PLH-02-13;Zugänge_PLH-02-14;Zugänge_PLH-02-15;Zugänge_PLH-02-16;Zugänge_PLH-03-01;Zugänge_PLH-03-05;Zugänge_PLH-04-01;Zugänge_PLH-04-02;Zugänge_PLH-04-03;Zugänge_PLH-04-04;Zugänge_PLH-04-05;Zugänge_PLH-04-09;Zugänge_PLH-04-10;Zugänge_PLH-04-11;Zugänge_PLH-04-12;Zugänge_PLH-04-13;Zugänge_PLH-04-14;Zugänge_PLH-04-15;Zugänge_PLH-04-16;Zugänge_PLSTG-01;Zugänge_PLSTG-02;Zugänge_PLSTG-03;Zugänge_PREB-01;Zugänge_PROD RTN;Zugänge_PRODUCTION;Zugänge_PostB-01;Zugänge_SLEEVING;Zugänge_SP-01-01-1;Zugänge_SP-01-01-2;Zugänge_SP-01-02-3;Zugänge_SP-01-06-1;Zugänge_SP-02-01-3;Zugänge_SP-02-02-2;Zugänge_SP-02-03-3;Zugänge_SP-02-04-2;Zugänge_SP-02-06-2;Zugänge_SP-02-06-3;Zugänge_SPI-WINDOW;Zugänge_STGDR-27;Zugänge_STGDR-28;Zugänge_STGDR-29;Zugänge_STGDR-30;Zugänge_STGDR-85;Zugänge_UNBEKANNT;Zugänge_VEGGIE;Zugänge_VF-LINE-01;Zugänge_VF-LINE-02;Bewegungen_A-01-02-2;Bewegungen_A-01-03-1;Bewegungen_A-01-03-2;Bewegungen_A-01-04-1;Bewegungen_A-01-05-1;Bewegungen_A-01-06-1;Bewegungen_A-01-07-1;Bewegungen_A-01-08-1;Bewegungen_A-01-09-1;Bewegungen_A-01-10-1;Bewegungen_A-01-11-1;Bewegungen_A-01-13-1;Bewegungen_A-01-14-1;Bewegungen_A-01-14-2;Bewegungen_A-01-15-1;Bewegungen_A-01-16-1;Bewegungen_A-01-17-1;Bewegungen_A-01-19-1;Bewegungen_A-01-20-1;Bewegungen_A-01-21-1;Bewegungen_A-01-22-1;Bewegungen_A-01-23-1;Bewegungen_A-01-24-1;Bewegungen_A-01-25-1;Bewegungen_A-01-26-1;Bewegungen_A-01-27-1;Bewegungen_A-01-28-1;Bewegungen_A-01-29-1;Bewegungen_A-01-34-1;Bewegungen_A-01-35-1;Bewegungen_A-01-36-1;Bewegungen_A-01-37-1;Bewegungen_A-01-38-1;Bewegungen_A-01-39-1;Bewegungen_A-02-100-2;Bewegungen_A-02-103-1;Bewegungen_A-02-104-1;Bewegungen_A-02-108-1;Bewegungen_A-02-114-1;Bewegungen_A-02-64-2;Bewegungen_A-02-71-1;Bewegungen_A-02-72-1;Bewegungen_A-02-73-1;Bewegungen_A-02-74-1;Bewegungen_A-02-75-1;Bewegungen_A-02-85-1;Bewegungen_A-02-86-1;Bewegungen_A-02-87-1;Bewegungen_A-02-98-2;Bewegungen_ADJ LOC;Bewegungen_BULKLIQUID;Bewegungen_D-06-04-2;Bewegungen_D-06-14-1;Bewegungen_D-06-15-2;Bewegungen_D-06-16-1;Bewegungen_D-06-37-3;Bewegungen_D-06-40-2;Bewegungen_D-06-42-3;Bewegungen_D-06-47-2;Bewegungen_D-06-48-2;Bewegungen_D-06-48-3;Bewegungen_DEBOXWIP;Bewegungen_FACAPK;Bewegungen_FACHIRANI;Bewegungen_FADIKELISA;Bewegungen_FADKLOMP;Bewegungen_FAELMIE;Bewegungen_FAFERMAND;Bewegungen_FAFRANKENT;Bewegungen_FAFURMANNB;Bewegungen_FAGEVERSF;Bewegungen_FAHABAYEBM;Bewegungen_FAHANSENMA;Bewegungen_FAIZAREAN;Bewegungen_FALUHRSP;Bewegungen_FAMATIKT;Bewegungen_FAMOHAMMADA;Bewegungen_FAMOHAMMEDA;Bewegungen_FARIVERAZ;Bewegungen_FARIVERAZVF;Bewegungen_FASADEKM;Bewegungen_FASAUERJ;Bewegungen_FASCHRADERS;Bewegungen_FATRAOREDA;Bewegungen_FAWAHIDM;Bewegungen_FAWIEGHOLDD;Bewegungen_FH-01-01;Bewegungen_FH-01-04;Bewegungen_GC-02-01-1;Bewegungen_GC-02-04-2;Bewegungen_GC-02-18-1;Bewegungen_GC-02-19-1;Bewegungen_GC-02-23-1;Bewegungen_GC-03-11-1;Bewegungen_GC-03-13-1;Bewegungen_GC-03-18-1;Bewegungen_GC-03-19-1;Bewegungen_GC-03-20-1;Bewegungen_GERMANY;Bewegungen_LOST;Bewegungen_P-04-04-1;Bewegungen_PH-02-01;Bewegungen_PH-03-05;Bewegungen_PH-03-06;Bewegungen_PH-03-10;Bewegungen_PH-03-12;Bewegungen_PH-03-15;Bewegungen_PH-03-18;Bewegungen_PH-03-19;Bewegungen_PH-03-20;Bewegungen_PH-03-22;Bewegungen_PH-03-23;Bewegungen_PH-03-24;Bewegungen_PLATING-LINE-01;Bewegungen_PLATING-LINE-02;Bewegungen_PLATING-LINE-03;Bewegungen_PLATINGWIP;Bewegungen_PLH-01-02;Bewegungen_PLH-01-03;Bewegungen_PLH-01-04;Bewegungen_PLH-01-05;Bewegungen_PLH-01-06;Bewegungen_PLH-01-07;Bewegungen_PLH-01-08;Bewegungen_PLH-01-09;Bewegungen_PLH-01-10;Bewegungen_PLH-01-11;Bewegungen_PLH-01-12;Bewegungen_PLH-01-13;Bewegungen_PLH-01-14;Bewegungen_PLH-01-15;Bewegungen_PLH-01-16;Bewegungen_PLH-02-01;Bewegungen_PLH-02-02;Bewegungen_PLH-02-03;Bewegungen_PLH-02-05;Bewegungen_PLH-02-06;Bewegungen_PLH-02-07;Bewegungen_PLH-02-08;Bewegungen_PLH-02-09;Bewegungen_PLH-02-10;Bewegungen_PLH-02-11;Bewegungen_PLH-02-12;Bewegungen_PLH-02-13;Bewegungen_PLH-02-14;Bewegungen_PLH-02-15;Bewegungen_PLH-02-16;Bewegungen_PLH-03-01;Bewegungen_PLH-03-05;Bewegungen_PLH-04-01;Bewegungen_PLH-04-02;Bewegungen_PLH-04-03;Bewegungen_PLH-04-04;Bewegungen_PLH-04-05;Bewegungen_PLH-04-09;Bewegungen_PLH-04-10;Bewegungen_PLH-04-11;Bewegungen_PLH-04-12;Bewegungen_PLH-04-13;Bewegungen_PLH-04-14;Bewegungen_PLH-04-15;Bewegungen_PLH-04-16;Bewegungen_PLSTG-01;Bewegungen_PLSTG-02;Bewegungen_PLSTG-03;Bewegungen_PREB-01;Bewegungen_PROD RTN;Bewegungen_PRODUCTION;Bewegungen_PostB-01;Bewegungen_SLEEVING;Bewegungen_SP-01-01-1;Bewegungen_SP-01-01-2;Bewegungen_SP-01-02-3;Bewegungen_SP-01-06-1;Bewegungen_SP-02-01-3;Bewegungen_SP-02-02-2;Bewegungen_SP-02-03-3;Bewegungen_SP-02-04-2;Bewegungen_SP-02-06-2;Bewegungen_SP-02-06-3;Bewegungen_SPI-WINDOW;Bewegungen_STGDR-27;Bewegungen_STGDR-28;Bewegungen_STGDR-29;Bewegungen_STGDR-30;Bewegungen_STGDR-85;Bewegungen_UNBEKANNT;Bewegungen_VEGGIE;Bewegungen_VF-LINE-01;Bewegungen_VF-LINE-02;Netto_A-01-02-2;Netto_A-01-03-1;Netto_A-01-03-2;Netto_A-01-04-1;Netto_A-01-05-1;Netto_A-01-06-1;Netto_A-01-07-1;Netto_A-01-08-1;Netto_A-01-09-1;Netto_A-01-10-1;Netto_A-01-11-1;Netto_A-01-13-1;Netto_A-01-14-1;Netto_A-01-14-2;Netto_A-01-15-1;Netto_A-01-16-1;Netto_A-01-17-1;Netto_A-01-19-1;Netto_A-01-20-1;Netto_A-01-21-1;Netto_A-01-22-1;Netto_A-01-23-1;Netto_A-01-24-1;Netto_A-01-25-1;Netto_A-01-26-1;Netto_A-01-27-1;Netto_A-01-28-1;Netto_A-01-29-1;Netto_A-01-34-1;Netto_A-01-35-1;Netto_A-01-36-1;Netto_A-01-37-1;Netto_A-01-38-1;Netto_A-01-39-1;Netto_A-02-100-2;Netto_A-02-103-1;Netto_A-02-104-1;Netto_A-02-108-1;Netto_A-02-114-1;Netto_A-02-64-2;Netto_A-02-71-1;Netto_A-02-72-1;Netto_A-02-73-1;Netto_A-02-74-1;Netto_A-02-75-1;Netto_A-02-85-1;Netto_A-02-86-1;Netto_A-02-87-1;Netto_A-02-98-2;Netto_ADJ LOC;Netto_BULKLIQUID;Netto_D-06-04-2;Netto_D-06-14-1;Netto_D-06-15-2;Netto_D-06-16-1;Netto_D-06-37-3;Netto_D-06-40-2;Netto_D-06-42-3;Netto_D-06-47-2;Netto_D-06-48-2;Netto_D-06-48-3;Netto_DEBOXWIP;Netto_FACAPK;Netto_FACHIRANI;Netto_FADIKELISA;Netto_FADKLOMP;Netto_FAELMIE;Netto_FAFERMAND;Netto_FAFRANKENT;Netto_FAFURMANNB;Netto_FAGEVERSF;Netto_FAHABAYEBM;Netto_FAHANSENMA;Netto_FAIZAREAN;Netto_FALUHRSP;Netto_FAMATIKT;Netto_FAMOHAMMADA;Netto_FAMOHAMMEDA;Netto_FARIVERAZ;Netto_FARIVERAZVF;Netto_FASADEKM;Netto_FASAUERJ;Netto_FASCHRADERS;Netto_FATRAOREDA;Netto_FAWAHIDM;Netto_FAWIEGHOLDD;Netto_FH-01-01;Netto_FH-01-04;Netto_GC-02-01-1;Netto_GC-02-04-2;Netto_GC-02-18-1;Netto_GC-02-19-1;Netto_GC-02-23-1;Netto_GC-03-11-1;Netto_GC-03-13-1;Netto_GC-03-18-1;Netto_GC-03-19-1;Netto_GC-03-20-1;Netto_GERMANY;Netto_LOST;Netto_P-04-04-1;Netto_PH-02-01;Netto_PH-03-05;Netto_PH-03-06;Netto_PH-03-10;Netto_PH-03-12;Netto_PH-03-15;Netto_PH-03-18;Netto_PH-03-19;Netto_PH-03-20;Netto_PH-03-22;Netto_PH-03-23;Netto_PH-03-24;Netto_PLATING-LINE-01;Netto_PLATING-LINE-02;Netto_PLATING-LINE-03;Netto_PLATINGWIP;Netto_PLH-01-02;Netto_PLH-01-03;Netto_PLH-01-04;Netto_PLH-01-05;Netto_PLH-01-06;Netto_PLH-01-07;Netto_PLH-01-08;Netto_PLH-01-09;Netto_PLH-01-10;Netto_PLH-01-11;Netto_PLH-01-12;Netto_PLH-01-13;Netto_PLH-01-14;Netto_PLH-01-15;Netto_PLH-01-16;Netto_PLH-02-01;Netto_PLH-02-02;Netto_PLH-02-03;Netto_PLH-02-05;Netto_PLH-02-06;Netto_PLH-02-07;Netto_PLH-02-08;Netto_PLH-02-09;Netto_PLH-02-10;Netto_PLH-02-11;Netto_PLH-02-12;Netto_PLH-02-13;Netto_PLH-02-14;Netto_PLH-02-15;Netto_PLH-02-16;Netto_PLH-03-01;Netto_PLH-03-05;Netto_PLH-04-01;Netto_PLH-04-02;Netto_PLH-04-03;Netto_PLH-04-04;Netto_PLH-04-05;Netto_PLH-04-09;Netto_PLH-04-10;Netto_PLH-04-11;Netto_PLH-04-12;Netto_PLH-04-13;Netto_PLH-04-14;Netto_PLH-04-15;Netto_PLH-04-16;Netto_PLSTG-01;Netto_PLSTG-02;Netto_PLSTG-03;Netto_PREB-01;Netto_PROD RTN;Netto_PRODUCTION;Netto_PostB-01;Netto_SLEEVING;Netto_SP-01-01-1;Netto_SP-01-01-2;Netto_SP-01-02-3;Netto_SP-01-06-1;Netto_SP-02-01-3;Netto_SP-02-02-2;Netto_SP-02-03-3;Netto_SP-02-04-2;Netto_SP-02-06-2;Netto_SP-02-06-3;Netto_SPI-WINDOW;Netto_STGDR-27;Netto_STGDR-28;Netto_STGDR-29;Netto_STGDR-30;Netto_STGDR-85;Netto_UNBEKANNT;Netto_VEGGIE;Netto_VF-LINE-01;Netto_VF-LINE-02
Karotten, Münzschnitt 5 mm;0.00;717467.08;-717467.08;0;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;717467.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-717467.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Grüne Bohnen, frisch und geschnitten;8082.79;579544.52;-571461.73;65;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1000.00;0.00;0.00;0.00;0.00;1400.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;200.00;200.00;194.81;135.00;52.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2400.00;0.00;0.00;0.00;2400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;579544.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-579544.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1000.00;0.00;0.00;0.00;0.00;1400.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;200.00;200.00;194.81;135.00;52.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2400.00;0.00;0.00;0.00;2400.00;0.00;0.00;0.00
