MSKU Recipe Name,CSKU Name,CSKU Code,Ingredient Category,Gross Qty,UoM,MSKU Code,Characteristics
FV0281A - Baja Salmon [DKSE],"FA-DE Juice, Orange /Saft, Orange",PRO-00-139267-5,PRO,0.37,grams,REC-014197-4-005,"VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,16.97,grams,REC-014197-4-005,"VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Onion, Red, Diced 5mm /Zwiebeln, rot, gewürfelt 5 mm",PHF-00-139213-3,PHF,13.6,grams,REC-014197-4-005,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Salmon, Skinless, Boneless, Filet/Lachs, ohne Haut, ohne Knochen, Filet - IQF",PTN-00-139968-1,PTN,140,grams,REC-014197-4-005,
FV0281A - Baja Salmon [DKSE],FA-DE Sour Cream /Sauerrahm,DAI-00-139141-3,DAI,29.81,grams,REC-014197-4-005,VEGETARIAN
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Ancho Chili Powder /Gewürz, Ancho-Chili-Pulver",SPI-00-139329-5,SPI,0.85,grams,REC-014197-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.72,grams,REC-014197-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Chili Powder /Gewürz, Chilipulver",SPI-00-139340-5,SPI,0.37,grams,REC-014197-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Cumin Ground /Gewürz, gemahlener Kreuzkümmel",SPI-00-139345-5,SPI,0.91,grams,REC-014197-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.31,grams,REC-014197-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Gochugaru Chili Pepper Flakes /Gewürz, Gochugaru-Chili-Pfefferflocken",SPI-00-139356-5,SPI,0.14,grams,REC-014197-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Guajillo Peppers, Ground /Gewürze, Guajillo-Paprikaschoten, gemahlen",SPI-00-139358-5,SPI,0.14,grams,REC-014197-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Minced Garlic, Toasted, Dry /Gewürz, gehackter Knoblauch, geröstet, trocken",SPI-00-139367-5,SPI,0.42,grams,REC-014197-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.54,grams,REC-014197-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Paprika /Gewürze, Paprika",SPI-00-139373-5,SPI,0.37,grams,REC-014197-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,2.1,grams,REC-014197-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0281A - Baja Salmon [DKSE],"FA-DE Spice, Smoked Paprika /Gewürz, geräucherter Paprika",SPI-00-139383-5,SPI,0.11,grams,REC-014197-4-005,"VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Broccoli, Florets, /Brokkoli, Röschen",PHF-00-143425-3,PHF,68.1,grams,REC-014219-4-003,"VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,12.69,grams,REC-014219-4-003,VEGETARIAN
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Chicken, Breast, B/S - 160g/Hähnchen, Brust, B/S – 160 g",PTN-00-139317-3,PTN,160,grams,REC-014219-4-003,
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.63,grams,REC-014219-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,0.82,grams,REC-014219-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Garlic, Peeled, Whole Cloves [10kg] /Knoblauch, geschält, ganze Nelken [10kg]",PHF-00-139197-3,PHF,1.36,grams,REC-014219-4-003,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Green Beans, Fresh and Trimmed/Grüne Bohnen, frisch und geschnitten",PHF-00-139198-3,PHF,137.32,grams,REC-014219-4-003,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Milk, Whole /Milch, voll",DAI-00-139142-3,DAI,8.15,grams,REC-014219-4-003,
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,17.69,grams,REC-014219-4-003,"VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Potatoes, Diced 10mm /Kartoffeln, gewürfelt, 10 mm",PHF-00-139219-3,PHF,92.71,grams,REC-014219-4-003,"VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],FA-DE Sour Cream /Sauerrahm,DAI-00-139141-3,DAI,9.39,grams,REC-014219-4-003,VEGETARIAN
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.76,grams,REC-014219-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.19,grams,REC-014219-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.46,grams,REC-014219-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Leek Powder /Gewürz, Lauchpulver",SPI-00-139361-5,SPI,0.09,grams,REC-014219-4-003,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Minced Garlic, Toasted, Dry /Gewürz, gehackter Knoblauch, geröstet, trocken",SPI-00-139367-5,SPI,0.24,grams,REC-014219-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.27,grams,REC-014219-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.12,grams,REC-014219-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,3.21,grams,REC-014219-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],"FA-DE Vinegar, Red Wine /Essig, Rotwein",PRO-00-139301-5,PRO,0.82,grams,REC-014219-4-003,"VEGAN,VEGETARIAN"
FV0322A - Sour Cream & Chive Chicken [DE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,160,grams,REC-014219-4-003,
FV0333A - Tuscan Shrimp [BNL],"FA-DE Bell Peppers, Red, Diced 10mm /Paprika, rot, gewürfelt 10 mm",PHF-00-139179-3,PHF,21.9,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,15.91,grams,REC-013835-4-004,VEGETARIAN
FV0333A - Tuscan Shrimp [BNL],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,7.72,grams,REC-013835-4-004,
FV0333A - Tuscan Shrimp [BNL],"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,6.57,grams,REC-013835-4-004,
FV0333A - Tuscan Shrimp [BNL],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,7.12,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Gum, Xanthan /Gummi, Xanthan",DRY-00-139153-5,DRY,0.08,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],FA-DE Heavy Cream 20% /Sahne 20%,DAI-00-139137-3,DAI,47.58,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Kale, Shredded 5mm /Grünkohl, geschreddert, 5 mm",PHF-00-139203-3,PHF,26.16,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Milk, Whole /Milch, voll",DAI-00-139142-3,DAI,3.86,grams,REC-013835-4-004,
FV0333A - Tuscan Shrimp [BNL],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,13.69,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Onion, Red, Diced 10mm/Zwiebeln, rot, gewürfelt, 10 mm",PHF-00-139216-3,PHF,14.71,grams,REC-013835-4-004,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,13.47,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],FA-DE Prawns 21/25 /Garnelen 21/25 - IQF,PTN-00-139321-1,PTN,138.92,grams,REC-013835-4-004,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Basil, Dried /Gewürz, Basilikum, getrocknet",SPI-00-139331-5,SPI,0.5,grams,REC-013835-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.27,grams,REC-013835-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Cayenne Pepper /Gewürz, Cayennepfeffer",SPI-00-139339-5,SPI,0.08,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Fennel Ground /Gewürz, Fenchel gemahlen",SPI-00-139351-5,SPI,0.17,grams,REC-013835-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.5,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.31,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Minced Garlic, Toasted, Dry /Gewürz, gehackter Knoblauch, geröstet, trocken",SPI-00-139367-5,SPI,0.42,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.33,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.04,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Rosemary, Powder /Gewürz, Rosmarin, Pulver",SPI-00-139376-5,SPI,0.33,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.32,grams,REC-013835-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Spice, White Pepper /Gewürz, weißer Pfeffer",SPI-00-139387-5,SPI,0.07,grams,REC-013835-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],"FA-DE Stock Concentrate, Mirepoix /Stammkonzentrat, Mirepoix",PRO-00-139287-5,PRO,0.8,grams,REC-013835-4-004,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [BNL],FA-DE Water / Wasser,OTH-00-144038-5,OTH,16.23,grams,REC-013835-4-004,
FV0333A - Tuscan Shrimp [BNL],"FA-DE Zucchini, Diced 10mm /Zucchini, gewürfelt 10 mm",PHF-00-139229-3,PHF,85,grams,REC-013835-4-004,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Bell Peppers, Red, Diced 10mm /Paprika, rot, gewürfelt 10 mm",PHF-00-139179-3,PHF,21.9,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,15.91,grams,REC-013835-4-002,VEGETARIAN
FV0333A - Tuscan Shrimp [DE],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,7.72,grams,REC-013835-4-002,
FV0333A - Tuscan Shrimp [DE],"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,6.57,grams,REC-013835-4-002,
FV0333A - Tuscan Shrimp [DE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,7.12,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Gum, Xanthan /Gummi, Xanthan",DRY-00-139153-5,DRY,0.08,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],FA-DE Heavy Cream 20% /Sahne 20%,DAI-00-139137-3,DAI,47.58,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Kale, Shredded 5mm /Grünkohl, geschreddert, 5 mm",PHF-00-139203-3,PHF,26.16,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Milk, Whole /Milch, voll",DAI-00-139142-3,DAI,3.86,grams,REC-013835-4-002,
FV0333A - Tuscan Shrimp [DE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,13.69,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Onion, Red, Diced 10mm/Zwiebeln, rot, gewürfelt, 10 mm",PHF-00-139216-3,PHF,14.71,grams,REC-013835-4-002,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,13.47,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],FA-DE Prawns 21/25 /Garnelen 21/25 - IQF,PTN-00-139321-1,PTN,138.92,grams,REC-013835-4-002,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Basil, Dried /Gewürz, Basilikum, getrocknet",SPI-00-139331-5,SPI,0.5,grams,REC-013835-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.27,grams,REC-013835-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Cayenne Pepper /Gewürz, Cayennepfeffer",SPI-00-139339-5,SPI,0.08,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Fennel Ground /Gewürz, Fenchel gemahlen",SPI-00-139351-5,SPI,0.17,grams,REC-013835-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.5,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.31,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Minced Garlic, Toasted, Dry /Gewürz, gehackter Knoblauch, geröstet, trocken",SPI-00-139367-5,SPI,0.42,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.33,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.04,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Rosemary, Powder /Gewürz, Rosmarin, Pulver",SPI-00-139376-5,SPI,0.33,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.32,grams,REC-013835-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Spice, White Pepper /Gewürz, weißer Pfeffer",SPI-00-139387-5,SPI,0.07,grams,REC-013835-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],"FA-DE Stock Concentrate, Mirepoix /Stammkonzentrat, Mirepoix",PRO-00-139287-5,PRO,0.8,grams,REC-013835-4-002,"VEGAN,VEGETARIAN"
FV0333A - Tuscan Shrimp [DE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,16.23,grams,REC-013835-4-002,
