MSKU Recipe Name,CSKU Name,CSKU Code,Ingredient Category,Gross Qty,UoM,MSKU Code,Characteristics
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.24,grams,REC-014085-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.16,grams,REC-014085-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.12,grams,REC-014085-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.03,grams,REC-014085-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.13,grams,REC-014085-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Sage, Rubbed /Gewürz, Salbei, gerieben",SPI-00-139377-5,SPI,0.28,grams,REC-014085-4-003,"VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,2.76,grams,REC-014085-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spice, Thyme Dry /Gewürz, Thymian trocken",SPI-00-139385-5,SPI,0.28,grams,REC-014085-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Spinach, Fresh, Stem Off /Spinat, frisch, ohne Stiel",PHF-00-139225-3,PHF,4.16,grams,REC-014085-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,0.58,grams,REC-014085-4-003,
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],"FA-DE Tomatoes, Sun - Dried Julienned /Tomaten, sonnengetrocknete Julienne",PRO-00-139296-5,PRO,2.88,grams,REC-014085-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,172.88,grams,REC-014085-4-003,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Broccoli, Florets, /Brokkoli, Röschen",PHF-00-143425-3,PHF,56.75,grams,REC-014085-4-002,"VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,18.15,grams,REC-014085-4-002,VEGETARIAN
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Cauliflower, Florets /Blumenkohl, Röschen",PHF-00-143426-3,PHF,57.97,grams,REC-014085-4-002,"VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Cauliflower, Riced, IQF /Blumenkohl, Reis, IQF",PHF-00-139233-1,PHF,75.65,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,15.96,grams,REC-014085-4-002,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,7.7,grams,REC-014085-4-002,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.15,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],FA-DE Dried Rosemary/Rosmarin getrocknet,SPI-00-143552-5,SPI,0.28,grams,REC-014085-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,1.18,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Garlic, Peeled, Whole Cloves [10kg] /Knoblauch, geschält, ganze Nelken [10kg]",PHF-00-139197-3,PHF,2.71,grams,REC-014085-4-002,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],FA-DE Heavy Cream 20% /Sahne 20%,DAI-00-139137-3,DAI,32.32,grams,REC-014085-4-002,"VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,22.95,grams,REC-014085-4-002,"VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,5.2,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Pork, Tenderloin /Schweinefleisch, Filet",PTN-00-139310-3,PTN,170,grams,REC-014085-4-002,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.52,grams,REC-014085-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.24,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.16,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.12,grams,REC-014085-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.03,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.13,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Sage, Rubbed /Gewürz, Salbei, gerieben",SPI-00-139377-5,SPI,0.28,grams,REC-014085-4-002,"VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,2.76,grams,REC-014085-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spice, Thyme Dry /Gewürz, Thymian trocken",SPI-00-139385-5,SPI,0.28,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Spinach, Fresh, Stem Off /Spinat, frisch, ohne Stiel",PHF-00-139225-3,PHF,4.16,grams,REC-014085-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,0.58,grams,REC-014085-4-002,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],"FA-DE Tomatoes, Sun - Dried Julienned /Tomaten, sonnengetrocknete Julienne",PRO-00-139296-5,PRO,2.88,grams,REC-014085-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,172.88,grams,REC-014085-4-002,
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,5.77,grams,REC-013579-4-003,VEGETARIAN
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Carrots, Coin Cut 5mm /Karotten, Münzschnitt 5 mm",PHF-00-139185-3,PHF,68.05,grams,REC-013579-4-003,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,1.43,grams,REC-013579-4-003,
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.04,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Dill, Fresh/Dill, frisch",PHF-00-139200-3,PHF,0.51,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,1.84,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Garlic, Peeled, Whole Cloves [10kg] /Knoblauch, geschält, ganze Nelken [10kg]",PHF-00-139197-3,PHF,3.22,grams,REC-013579-4-003,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Green Beans, Fresh and Trimmed/Grüne Bohnen, frisch und geschnitten",PHF-00-139198-3,PHF,77.03,grams,REC-013579-4-003,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],FA-DE Heavy Cream 20% /Sahne 20%,DAI-00-139137-3,DAI,28.57,grams,REC-013579-4-003,"VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],FA-DE Honey /Honig – Masse,PRO-00-139266-5,PRO,4.25,grams,REC-013579-4-003,"SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Milk, Whole /Milch, voll",DAI-00-139142-3,DAI,8.52,grams,REC-013579-4-003,
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Mustard, Dijon /Senf, Dijon",PRO-00-139276-5,PRO,5.86,grams,REC-013579-4-003,VEGETARIAN
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,14.14,grams,REC-013579-4-003,"VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,2.55,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Potatoes, Diced 10mm /Kartoffeln, gewürfelt, 10 mm",PHF-00-139219-3,PHF,115.52,grams,REC-013579-4-003,"VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Salmon, Skinless, Boneless, Filet/Lachs, ohne Haut, ohne Knochen, Filet - IQF",PTN-00-139968-1,PTN,140,grams,REC-013579-4-003,
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.31,grams,REC-013579-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.89,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spice, Mustard Seed Ground, Dry /Gewürz, Senfkörner gemahlen, Trockenmasse",SPI-00-139369-5,SPI,0.88,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.15,grams,REC-013579-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.09,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.78,grams,REC-013579-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Spinach, Frozen Leaf/Spinat, gefrorener Blattspinat",PHF-00-139242-1,PHF,28.48,grams,REC-013579-4-003,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,1.14,grams,REC-013579-4-003,
FV4009A - Salmon with a mustard dill sauce [BNL],"FA-DE Vinegar, White Wine /Essig, Weißwein",PRO-00-139303-5,PRO,0.29,grams,REC-013579-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,5.77,grams,REC-013579-4-001,VEGETARIAN
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Carrots, Coin Cut 5mm /Karotten, Münzschnitt 5 mm",PHF-00-139185-3,PHF,68.05,grams,REC-013579-4-001,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,1.43,grams,REC-013579-4-001,
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.04,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Dill, Fresh/Dill, frisch",PHF-00-139200-3,PHF,0.51,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,1.84,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Garlic, Peeled, Whole Cloves [10kg] /Knoblauch, geschält, ganze Nelken [10kg]",PHF-00-139197-3,PHF,3.22,grams,REC-013579-4-001,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Green Beans, Fresh and Trimmed/Grüne Bohnen, frisch und geschnitten",PHF-00-139198-3,PHF,77.03,grams,REC-013579-4-001,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],FA-DE Heavy Cream 20% /Sahne 20%,DAI-00-139137-3,DAI,28.57,grams,REC-013579-4-001,"VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],FA-DE Honey /Honig – Masse,PRO-00-139266-5,PRO,4.25,grams,REC-013579-4-001,"SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Milk, Whole /Milch, voll",DAI-00-139142-3,DAI,8.52,grams,REC-013579-4-001,
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Mustard, Dijon /Senf, Dijon",PRO-00-139276-5,PRO,5.86,grams,REC-013579-4-001,VEGETARIAN
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,14.14,grams,REC-013579-4-001,"VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,2.55,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Potatoes, Diced 10mm /Kartoffeln, gewürfelt, 10 mm",PHF-00-139219-3,PHF,115.52,grams,REC-013579-4-001,"VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Salmon, Skinless, Boneless, Filet/Lachs, ohne Haut, ohne Knochen, Filet - IQF",PTN-00-139968-1,PTN,140,grams,REC-013579-4-001,
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.31,grams,REC-013579-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.89,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spice, Mustard Seed Ground, Dry /Gewürz, Senfkörner gemahlen, Trockenmasse",SPI-00-139369-5,SPI,0.88,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.15,grams,REC-013579-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.09,grams,REC-013579-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.78,grams,REC-013579-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Spinach, Frozen Leaf/Spinat, gefrorener Blattspinat",PHF-00-139242-1,PHF,28.48,grams,REC-013579-4-001,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV4009A - Salmon with a mustard dill sauce [DE],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,1.14,grams,REC-013579-4-001,
