Recipe name,MSKU Code,Recipe Type,Recipe Yield,Recipe Yield UOM,Ingredient Name,Ingredient Type,Ingredient ID,Ingredient Quantity,Ingredient UOM,Preparation,Sub-Recipe ID,Sub-Recipe Categories,Instructions,Allergen Contains,Recipe Score,Sub-Recipe Yield,Portion Qty,Portion Method,Method Color,Method Type,Sub-Allergens,Sub-Recipe EA to OZ,Sub-Recipe OZ to LBS,Sub-Recipe Raw Ingredient Weight (oz),Sub-Recipe Raw Ingredient Weight (lbs),Primary Packaging Sku Code,Compartment Name,Secondary Packaging Sku Codes
FV0794A - Loaded Bacon Shredded Chicken [DKSE],REC-013489-4-002,R,1,portions,Bacon Chicken Casserole,S,,225,grams,,SUB-013488-4-001,HAND MIX / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
225g = Bacon Chicken Casserole
10g = Extra Crispy Diced Bacon

2ND COMPARTMENT
80g = Green Beans
35g = Cupped Sauce

NET WEIGHT = 350g
","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.96476,"1
1","SCOOP
SCOOP","yellow
white","LEVEL
LEVEL",,,0.49604,8.22653,0.51416,PCK-00-151923-5,Main,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],REC-013489-4-002,R,1,portions,Extra Crispy Diced Bacon,S,,10,grams,,SUB-013468-4-001,OVEN / DRAIN / BLAST CHILLER,,,,0.36735,1,SCOOP,purple,LEVEL,,,0.02205,0.96022,0.06001,PCK-00-151923-5,Main,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],REC-013489-4-002,R,1,portions,Green Beans CUT 1-1/2 - Fresh,S,,80,grams,,SUB-013484-4-001,OVEN / BLAST CHILLER,,,,0.73433,1,SCOOP,white,LEVEL,,,0.17637,3.84286,0.24018,PCK-00-151923-5,2nd,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],REC-013489-4-002,R,1,portions,Ranch Sour Cream Batch - PH,S,,35,grams,,SUB-013485-4-001,HAND MIX / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97996,1,CUP,Cup,,,,0.07716,1.25984,0.07874,PCK-00-151923-5,2nd,

FV0846A - Stroganoff-Style Beef Burger [DKSE],REC-029854-4-002,R,1,portions,Sauce for Beef Stroganoff - 1/2 garlic- No wine,S,,100,grams,,SUB-029908-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
100g = stroganoff sauce
1 ea = master burger
5g  = green onion

","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE, SELLERIE, SENF",,0.91947,1,SCOOP,beige,LEVEL,,,0.22046,3.83632,0.23977,PCK-00-151923-5,Main,
FV0846A - Stroganoff-Style Beef Burger [DKSE],REC-029854-4-002,R,1,portions,Beef Burger Master (each) New,S,,1,each,,SUB-029965-4-001,HORIZONTAL MIXER / PATTY MAKER / OVEN / BLAST CHILLER,,"SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.78035,1,HAND_PORTIONED,Hand Portioned,,,4.51507,0.28219,5.78599,0.36162,PCK-00-151923-5,Main,
FV0846A - Stroganoff-Style Beef Burger [DKSE],REC-029854-4-002,R,1,portions,Roasted Green Onions,S,,5,grams,,SUB-023370-4-001,OVEN / BLAST CHILLER,,,,0.85,1,SCOOP,silver #110,LEVEL,,,0.01102,0.20749,0.01297,PCK-00-151923-5,Main,
FV0846A - Stroganoff-Style Beef Burger [DKSE],REC-029854-4-002,R,1,portions,Green Beans CUT 1-1/2 - Fresh - Less Salt,S,,50,grams,,SUB-029004-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
50g = green beans
50g = roasted mushrooms
12g = parmesan butter (1/2 scoop)

Net Weight- 345 g",,,0.73433,1,SCOOP,green,NATURAL,,,0.11023,2.40178,0.15011,PCK-00-151923-5,2nd,
FV0846A - Stroganoff-Style Beef Burger [DKSE],REC-029854-4-002,R,1,portions,Loaded Roasted Sliced Mushrooms 1/2 green onion,S,,50,grams,,SUB-029969-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.59865,1,SCOOP,yellow,LEVEL,,,0.11023,2.94614,0.18413,PCK-00-151923-5,2nd,
FV0846A - Stroganoff-Style Beef Burger [DKSE],REC-029854-4-002,R,1,portions,Herb-Parmesan Butter,S,,12,grams,,SUB-029972-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.92063,1,SCOOP,silver #60,LEVEL,,,0.02646,0.45978,0.02874,PCK-00-151923-5,2nd,

FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,S&P Roasted Green Beans 1,S,,50,grams,,SUB-014184-4-001,OVEN / BLAST CHILLER,"**PLATING INSTRUCTIONS**

1 : (from bottom to top)
50g Roasted Green Beans
35g Caramelized Onions
1 ea Chicken Breast
55g Swiss Cheese Sauce
5g Green Onions


Net Weight : 370g",,,0.74605,1,SCOOP,beige,NATURAL,,,0.11023,2.36404,0.14775,PCK-00-151923-5,Main,
FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,Keto French Onion Burger Onions - More Salt - no wine,S,,35,grams,,SUB-014181-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.81546,1,SCOOP,black,LEVEL,,,0.07716,1.51397,0.09462,PCK-00-151923-5,Main,
FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,Chicken breast - Herb Grilled Chicken Breast,S,,1,each,,SUB-013545-4-001,MARINADE / GRILL / OVEN / BLAST CHILLER,,,,0.72185,1,HAND_PORTIONED,Hand Portioned,,,4.23288,0.26455,5.86395,0.3665,PCK-00-151923-5,Main,
FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,Emmental Cheese Sauce - More Salt/Fat,S,,55,grams,,SUB-014183-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.8771,1,SCOOP,yellow,LEVEL,,,0.12125,2.2119,0.13824,PCK-00-151923-5,Main,
FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,Roasted Green Onions,S,,5,grams,,SUB-023370-4-001,OVEN / BLAST CHILLER,,,,0.85,1,SCOOP,silver #110,LEVEL,,,0.01102,0.20749,0.01297,PCK-00-151923-5,Main,
FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,"Thyme Roasted Mushrooms (less pepper, more salt)",S,,90,grams,,SUB-014182-4-001,OVEN / BLAST CHILLER,"2 :
90g Roasted Mushrooms
15g Garlic Herb Butter",,,0.71543,1,SCOOP,grey,LEVEL,,,0.19842,4.43743,0.27734,PCK-00-151923-5,2nd,
FV0970A - Caramelized Onion & Emmental Fondue Chicken [DKSE],REC-014186-4-003,R,1,portions,Garlic Herb Butter,S,,15,grams,,SUB-014185-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.98685,1,SCOOP,silver #60,LEVEL,,,0.03307,0.53616,0.03351,PCK-00-151923-5,2nd,

FV0972A - Salmon Piccata [DKSE],REC-013607-4-002,R,1,portions,Parmesan Cauliflower Mash - Rice - HTD - Batch,S,,100,grams,,SUB-013598-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,". PLATING INSTRUCTIONS:
**2 COMPARTMENT BENTO**

MAIN - FROM BOTTOM TO TOP:
100g Parmesan Cauliflower Mash
1ea  Garlic & Herb Salmon
50g Piccata Sauce
10g Capers

",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98004,1,SCOOP,beige,LEVEL,,,0.22046,3.59925,0.22495,PCK-00-151923-5,Main,
FV0972A - Salmon Piccata [DKSE],REC-013607-4-002,R,1,portions,Garlic Herb Marinated Salmon,S,,1,each,,SUB-013603-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,"FISCH, SCHWEFELDIOXIDE UND SULFITE",,0.77441,1,HAND_PORTIONED,Hand Portioned,,,4.05651,0.25353,5.23819,0.32739,PCK-00-151923-5,Main,
FV0972A - Salmon Piccata [DKSE],REC-013607-4-002,R,1,portions,Sauce - Piccata Sauce - Lower Fat,S,,50,grams,,SUB-013605-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.87052,1,SCOOP,yellow,LEVEL,,,0.11023,2.02603,0.12663,PCK-00-151923-5,Main,
FV0972A - Salmon Piccata [DKSE],REC-013607-4-002,R,1,portions,"FA-DE Capers, Preserved/Kapern, konserviert",I,PRO-00-139257-5,7,grams,,,,,,,,1,SCOOP,silver #60,LEVEL,,,0.01543,0.24692,0.01543,PCK-00-151923-5,Main,
FV0972A - Salmon Piccata [DKSE],REC-013607-4-002,R,1,portions,Broccoli - S&P Broccoli FLORETS - less salt,S,,100,grams,,SUB-013822-4-001,SPICE PORTIONING / HAND MIX,"SIDE:
100g Broccoli Florets",,,0.75359,1,SCOOP,white,LEVEL,,,0.22046,4.68077,0.29255,PCK-00-151923-5,2nd,

FV1145A - Roasted Salmon & Dill Yogurt [DKSE],REC-029971-4-001,R,1,portions,Italian Roasted Diced Potatoes,S,,100,grams,,SUB-029885-4-001,OVEN / BLAST CHILLER,"**PLATING INSTRUCTIONS**

3 COMPARTMENT
1 : (from bottom to top)

MAIN:
100g Potatoes
30g Spanish onion
115g Salmon (1 ea)
30g Red Peppers",,,0.70371,1,SCOOP,white,LEVEL,,,0.22046,5.0126,0.31329,PCK-00-151924-5,Main,
FV1145A - Roasted Salmon & Dill Yogurt [DKSE],REC-029971-4-001,R,1,portions,Cooked 10mm diced Spanish Onions,S,,30,grams,,SUB-029899-4-001,OVEN / BLAST CHILLER,,,,0.7566,1,SCOOP,black,LEVEL,,,0.06614,1.39864,0.08742,PCK-00-151924-5,Main,
FV1145A - Roasted Salmon & Dill Yogurt [DKSE],REC-029971-4-001,R,1,portions,Moroccan Salmon Batch,S,,1,each,,SUB-029902-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,"FISCH, MILCH (EINSCHLIESSLICH LAKTOSE)",,0.79893,1,HAND_PORTIONED,Hand Portioned,,,4.23288,0.26455,5.29815,0.33113,PCK-00-151924-5,Main,
FV1145A - Roasted Salmon & Dill Yogurt [DKSE],REC-029971-4-001,R,1,portions,Roasted Red Peppers - Diced (half pepper),S,,30,grams,,SUB-029906-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.74645,1,SCOOP,black,LEVEL,,,0.06614,1.41766,0.0886,PCK-00-151924-5,Main,
FV1145A - Roasted Salmon & Dill Yogurt [DKSE],REC-029971-4-001,R,1,portions,Green Beans CUT 1-1/2 - Fresh - very little salt,S,,60,grams,,SUB-014171-4-001,OVEN / BLAST CHILLER,"2nd:
60g Green Beans",,,0.73551,1,SCOOP,beige,LEVEL,,,0.13228,2.8775,0.17984,PCK-00-151924-5,2nd,
FV1145A - Roasted Salmon & Dill Yogurt [DKSE],REC-029971-4-001,R,1,portions,Lemon Dill Yogurt,S,,35,grams,,SUB-029910-4-001,IMMERSION BLENDER / CUPPING,"3rd :
35g Lemon Dill Yogurt (CUPPED)

Net Weight : 370g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98005,1,CUP,Cup,,,,0.07716,1.25972,0.07873,PCK-00-151924-5,3rd,

FV1320A - Aji Verde Salmon [DKSE],REC-029892-4-002,R,1,portions,Tomato & Bell Pepper Quinoa Batch 2,S,,120,grams,,SUB-029879-4-001,HAND MIX / BLAST CHILLER,"PRODUCTION PLATING
(from the bottom to the top)

3 Compartment 

MAIN:
120g quinoa
1 ea salmon (115 g)
45g pepper mix

",,,0.85411,1,SCOOP,grey,LEVEL,,,0.26455,4.95591,0.30974,PCK-00-151924-5,Main,
FV1320A - Aji Verde Salmon [DKSE],REC-029892-4-002,R,1,portions,Scallion Marinated Salmon,S,,1,each,,SUB-029881-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,FISCH,,0.76708,1,HAND_PORTIONED,Hand Portioned,,,4.05651,0.25353,5.28828,0.33052,PCK-00-151924-5,Main,
FV1320A - Aji Verde Salmon [DKSE],REC-029892-4-002,R,1,portions,Cumin Roasted Diced Red & Green Bell Peppers - 10mm,S,,45,grams,,SUB-029888-4-001,OVEN / BLAST CHILLER,,,,0.73737,1,SCOOP,red,LEVEL,,,0.09921,2.1527,0.13454,PCK-00-151924-5,Main,
FV1320A - Aji Verde Salmon [DKSE],REC-029892-4-002,R,1,portions,Roasted Zucchini & Corn - Less Corn,S,,85,grams,,SUB-029887-4-001,OVEN / BLAST CHILLER,"SIDE. 1:
85g zucchini/corn
30g aji verde sauce (cup)

Net Weight: 395g",SCHWEFELDIOXIDE UND SULFITE,,0.75058,1,SCOOP,green,LEVEL,,,0.18739,3.99463,0.24966,PCK-00-151924-5,2nd,
FV1320A - Aji Verde Salmon [DKSE],REC-029892-4-002,R,1,portions,Aji Verde Sauce 3 (CUPPED) NO MAYO,S,,30,grams,,SUB-029904-4-001,IMMERSION BLENDER / CUPPING,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.92944,1,CUP,Cup,,,,0.06614,1.13855,0.07116,PCK-00-151924-5,2nd,

FV1346A - Parmesan & Garlic Cream Shredded Beef [DKSE],REC-015144-4-002,R,1,portions,Rosemary and Thyme Roasted Potato Wedges,S,,90,grams,,SUB-015143-4-001,OVEN / BLAST CHILLER,"Main compartment:
1st layer:
Roasted potatoes 90g
2nd layer:
Roasted peppers and onions 40g
3nd layer:
Shredded beef 110g
4rd layer:
Toasted garlic cream 70g
",,,0.74069,1,SCOOP,white,NATURAL,,,0.19842,4.28606,0.26788,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DKSE],REC-015144-4-002,R,1,portions,Mixed veg - Roasted Peppers & Onions,S,,40,grams,,SUB-026055-4-001,OVEN / BLAST CHILLER,,,,0.53,1,SCOOP,red,LEVEL,,,0.08818,2.66217,0.16639,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DKSE],REC-015144-4-002,R,1,portions,Shredded Sous Vide Beef,S,,110,grams,,SUB-013599-4-001,HAND MIX / COLD SHREDDER,,,,0.97997,1,SCOOP,beige,NATURAL,,,0.24251,3.95943,0.24746,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DKSE],REC-015144-4-002,R,1,portions,Toasted garlic cream,S,,70,grams,,SUB-015142-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.81865,1,SCOOP,blue,LEVEL,,,0.15432,3.01614,0.18851,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DKSE],REC-015144-4-002,R,1,portions,Roasted Broccoli - Alliums,S,,90,grams,,SUB-014233-4-001,SPICE PORTIONING / HAND MIX,"Side compartment:
1st layer:
Broccoli 90
2nd layer:
Butter 10 g

Net weight: 410g",,,0.74429,1,SCOOP,grey,NATURAL,,,0.19842,4.26535,0.26658,PCK-00-151923-5,2nd,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DKSE],REC-015144-4-002,R,1,portions,Herb-Parmesan Butter (best),S,,10,grams,,SUB-014168-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,1,,,,,,,0.02205,0.35274,0.02205,PCK-00-151923-5,2nd,

FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,French Onion Mashed Potatoes,S,,110,grams,,SUB-013594-4-001,PLANETARY MIXER / BLAST CHILLER,"PLATING INSTRUCTIONS

2 Compartment

Main - 
110g  potato
110g  beef
35g jus
35g pearl onions

Plate beef and potatoes next to each other. Top beef with jus and onions

",MILCH (EINSCHLIESSLICH LAKTOSE),,0.95005,1,SCOOP,grey,LEVEL,,,0.24251,4.08413,0.25526,PCK-00-151923-5,Main,
FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,Shredded Sous Vide Beef,S,,110,grams,,SUB-013599-4-001,HAND MIX / COLD SHREDDER,,,,0.97997,1,SCOOP,beige,NATURAL,,,0.24251,3.95943,0.24746,PCK-00-151923-5,Main,
FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,Chicken Jus Lie + cream cheese,S,,35,grams,,SUB-013595-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.92502,1,SCOOP,red,LEVEL,,,0.07716,1.33466,0.08342,PCK-00-151923-5,Main,
FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,Pearl onions - Roasted Pearl Onions,S,,35,grams,,SUB-013600-4-001,OVEN / BLAST CHILLER,,,,0.73739,1,SCOOP,red,LEVEL,,,0.07716,1.67427,0.10464,PCK-00-151923-5,Main,
FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,Broccoli - Onion Powder Broccoli FLORETS - More Salt,S,,60,grams,,SUB-013597-4-001,OVEN / BLAST CHILLER,"2nd comp - 
60g broccoli
60g carrots
10g butter

Net weight: 420 g",,,0.84994,1,SCOOP,blue,NATURAL,,,0.13228,2.4901,0.15563,PCK-00-151923-5,2nd,
FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,Rosemary Carrot Coins,S,,60,grams,,SUB-013596-4-001,OVEN / BLAST CHILLER,,,,0.74045,1,SCOOP,blue,LEVEL,,,0.13228,2.8583,0.17864,PCK-00-151923-5,2nd,
FV1347A - Pot Roast Shredded Beef & Mash [DKSE],REC-013601-4-002,R,1,portions,Compound butter - Parmesan-Chive,S,,10,grams,,SUB-013536-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97999,1,SCOOP,silver #60,LEVEL,,,0.02205,0.35994,0.0225,PCK-00-151923-5,2nd,

FV1404A Bulgogi Shredded Beef Bowl  [DKSE],REC-029549-4-002,R,1,portions,Brown Jasmine Rice & Cauliflower Blend,S,,100,grams,,SUB-029544-4-001,HAND MIX / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
Rice - 100g
cabbage & carrots - 30g
Shredded beef - 100g
Bulgogi Sauce - 45g
Sesame peppers - 35g","SCHWEFELDIOXIDE UND SULFITE, SESAMSAMEN",,1,1,SCOOP,grey,LEVEL,,,0.22046,3.5274,0.22046,PCK-00-151923-5,Main,
FV1404A Bulgogi Shredded Beef Bowl  [DKSE],REC-029549-4-002,R,1,portions,Roasted Garlic Green Cabbage & Carrots,S,,30,grams,,SUB-029546-4-001,OVEN / BLAST CHILLER,,,,0.84275,1,SCOOP,yellow,LEVEL,,,0.06614,1.25568,0.07848,PCK-00-151923-5,Main,
FV1404A Bulgogi Shredded Beef Bowl  [DKSE],REC-029549-4-002,R,1,portions,Shredded Sous Vide Beef Chuck,S,,100,grams,,SUB-014687-4-001,HAND MIX / COLD SHREDDER,,,,0.99241,1,SCOOP,green,NATURAL,,,0.22046,3.55436,0.22215,PCK-00-151923-5,Main,
FV1404A Bulgogi Shredded Beef Bowl  [DKSE],REC-029549-4-002,R,1,portions,Bulgogi Sauce,S,,45,grams,,SUB-029548-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,"SCHWEFELDIOXIDE UND SULFITE, SESAMSAMEN, SOJA",,0.92593,1,SCOOP,red,NATURAL,,,0.09921,1.7143,0.10714,PCK-00-151923-5,Main,
FV1404A Bulgogi Shredded Beef Bowl  [DKSE],REC-029549-4-002,R,1,portions,Sesame-ginger roasted diced red peppers,S,,35,grams,,SUB-029545-4-001,OVEN / BLAST CHILLER,,"SCHWEFELDIOXIDE UND SULFITE, SESAMSAMEN",,0.65769,1,SCOOP,black,LEVEL,,,0.07716,1.87716,0.11732,PCK-00-151923-5,Main,
FV1404A Bulgogi Shredded Beef Bowl  [DKSE],REC-029549-4-002,R,1,portions,Chili-Garlic Roasted Zucchini Half Moons,S,,90,grams,,SUB-029547-4-001,OVEN / BLAST CHILLER,"MAIN COMPARTMENT
Zucchini - 90g",,,0.81074,1,SCOOP,white,NATURAL,,,0.19842,3.91577,0.24474,PCK-00-151923-5,2nd,

FV1439A - Tzatziki Salmon & Lemon Rice [DKSE],REC-029425-4-002,R,1,portions,Greek Lemon Rice w/ inclusions,S,,105,grams,,SUB-029398-4-001,HAND MIX / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
105g = rice to the other side of the bento
1 ea = salmon to one side of the main bento","SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.80675,1,SCOOP,grey,LEVEL,,,0.23149,4.59098,0.28694,PCK-00-151923-5,Main,
FV1439A - Tzatziki Salmon & Lemon Rice [DKSE],REC-029425-4-002,R,1,portions,Salmon - garlic seasoning,S,,1,each,,SUB-013382-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,FISCH,,0.81816,1,HAND_PORTIONED,Hand Portioned,,,4.05651,0.25353,4.95811,0.30988,PCK-00-151923-5,Main,
FV1439A - Tzatziki Salmon & Lemon Rice [DKSE],REC-029425-4-002,R,1,portions,Garlic and Chive Roasted Cauliflower Florets,S,,70,grams,,SUB-029387-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
70g = cauliflower
35g = zucchini
25g = onions
35g = tzatziki (cupped)",SCHWEFELDIOXIDE UND SULFITE,,0.72434,1,SCOOP,blue,NATURAL,,,0.15432,3.40889,0.21306,PCK-00-151923-5,2nd,
FV1439A - Tzatziki Salmon & Lemon Rice [DKSE],REC-029425-4-002,R,1,portions,"Roasted Zucchini, Diced - Toasted Garlic",S,,35,grams,,SUB-029391-4-001,OVEN / BLAST CHILLER,,,,0.80141,1,SCOOP,black,LEVEL,,,0.07716,1.54053,0.09628,PCK-00-151923-5,2nd,
FV1439A - Tzatziki Salmon & Lemon Rice [DKSE],REC-029425-4-002,R,1,portions,Roasted Balsamic Pearl Onions- Half Balsamic,S,,25,grams,,SUB-029392-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.50063,1,SCOOP,purple,LEVEL,,,0.05512,1.76147,0.11009,PCK-00-151923-5,2nd,
FV1439A - Tzatziki Salmon & Lemon Rice [DKSE],REC-029425-4-002,R,1,portions,GBB Tzatziki,S,,35,grams,,SUB-029389-4-001,IMMERSION BLENDER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.9547,1,CUP,Cup,,,,0.07716,1.29317,0.08082,PCK-00-151923-5,2nd,

FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],REC-014085-4-002,R,1,portions,Mash - Roasted Garlic Cauliflower Mashed,S,,100,grams,,SUB-013673-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
Smashed cauliflower - 100g
Pork tenderloin - 140g
Sun-dried tomato sauce - 50g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98398,1,SCOOP,beige,LEVEL,,,0.22046,3.58484,0.22405,PCK-00-151923-5,Main,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],REC-014085-4-002,R,1,portions,Pork tenderloin - herb marinade,S,,140,grams,,SUB-013466-4-001,MARINADE / GRILL / OVEN / SLICER / BLAST CHILLER,,,,0.76923,4,HAND_PORTIONED,Hand Portioned,,,,0.30865,6.41987,0.40124,PCK-00-151923-5,Main,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],REC-014085-4-002,R,1,portions,Sauce - Sun-Dried Tomato Sauce - Less Salt,S,,50,grams,,SUB-013571-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.88017,1,SCOOP,red,NATURAL,,,0.11023,2.00383,0.12524,PCK-00-151923-5,Main,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],REC-014085-4-002,R,1,portions,Broccoli - Roasted S&P,S,,50,grams,,SUB-016200-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
Broccoli 50g
Cauliflower 50g
Compound Butter 10g

Total weight 400g",,,0.8136,1,SCOOP,blue,LEVEL,,,0.11023,2.16776,0.13549,PCK-00-151923-5,2nd,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],REC-014085-4-002,R,1,portions,Cauliflower - Roasted S&P,S,,50,grams,,SUB-016201-4-001,OVEN / BLAST CHILLER,,,,0.81858,1,SCOOP,yellow,LEVEL,,,0.11023,2.15459,0.13466,PCK-00-151923-5,2nd,
FV4006A - Pork tenderloin in sun dried tomato sauce [DKSE],REC-014085-4-002,R,1,portions,Compound butter - Parmesan-Chive,S,,10,grams,,SUB-013536-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97999,1,HAND_PORTIONED,Hand Portioned,,,,0.02205,0.35994,0.0225,PCK-00-151923-5,2nd,

FV4009A - Salmon with a mustard dill sauce [DKSE],REC-013579-4-002,R,1,portions,Garlic Spinach Stamppot,S,,130,grams,,SUB-013577-4-001,HAND MIX / BLAST CHILLER,"PLATING INSTRUCTION

MAIN COMPARTMENT: 
130g mash 
1 ea salmon
40g sauce


Net weight: 285g","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,1,1,SCOOP,white,LEVEL,,,0.2866,4.58562,0.2866,PCK-00-151923-5,Main,
FV4009A - Salmon with a mustard dill sauce [DKSE],REC-013579-4-002,R,1,portions,Salmon - garlic seasoning,S,,1,each,,SUB-013382-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,FISCH,,0.81816,1,HAND_PORTIONED,Hand Portioned,,,4.05651,0.25353,4.95811,0.30988,PCK-00-151923-5,Main,
FV4009A - Salmon with a mustard dill sauce [DKSE],REC-013579-4-002,R,1,portions,Sauce - Creamy Dijon and Dill Sauce,S,,40,grams,,SUB-013575-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE, SENF",,0.84998,1,SCOOP,red,LEVEL,,,0.08818,1.65999,0.10375,PCK-00-151923-5,Main,
