Recipe name,MSKU Code,Recipe Type,Recipe Yield,Recipe Yield UOM,Ingredient Name,Ingredient Type,Ingredient ID,Ingredient Quantity,Ingredient UOM,Preparation,Sub-Recipe ID,Sub-Recipe Categories,Instructions,Allergen Contains,Recipe Score,Sub-Recipe Yield,Portion Qty,Portion Method,Method Color,Method Type,Sub-Allergens,Sub-Recipe EA to OZ,Sub-Recipe OZ to LBS,Sub-Recipe Raw Ingredient Weight (oz),Sub-Recipe Raw Ingredient Weight (lbs),Primary Packaging Sku Code,Compartment Name,Secondary Packaging Sku Codes
FV0281A - Baja Salmon [BNL],REC-014197-4-006,R,1,portions,Compound butter - Chili-Garlic Butter - master batch,S,,12,grams,,SUB-014054-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97993,1,SCOOP,silver #110,LEVEL,,,0.02646,0.43196,0.027,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [BNL],REC-014197-4-006,R,1,portions,Broccoli - S&P Broccoli FLORETS - less salt,S,,85,grams,,SUB-013822-4-001,HAND MIX,"2ND COMPARTMENT
85g broccoli florets",,,0.75359,1,SCOOP,grey,LEVEL,,,0.18739,3.97866,0.24867,PCK-00-151924-5,2nd,
FV0281A - Baja Salmon [BNL],REC-014197-4-006,R,1,portions,Sauce - Cilantro Sour Cream,S,,40,grams,,SUB-013701-4-001,IMMERSION BLENDER / CUPPING,"3RD COMPARTMENT
40g sauce Cupped

Total weight = 377g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98001,1,CUP,Cup,,,,0.08818,1.43974,0.08998,PCK-00-151924-5,3rd,

FV0281A - Baja Salmon [DE],REC-014197-4-004,R,1,portions,Mexican Cauliflower Rice,S,,120,grams,,SUB-014051-4-001,OVEN,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment
MAIN COMPARTMENT
120g cauliflower rice
1 ea salmon
12g butter",,,0.76391,1,SCOOP,grey,NATURAL,,,0.26455,5.54109,0.34632,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [DE],REC-014197-4-004,R,1,portions,Salmon - BAJA Salmon - Batch,S,,1,each,,SUB-014053-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,"FISCH, SCHWEFELDIOXIDE UND SULFITE",,0.79681,1,HAND_PORTIONED,Hand Portioned,,,4.23288,0.26455,5.31226,0.33202,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [DE],REC-014197-4-004,R,1,portions,Compound butter - Chili-Garlic Butter - master batch,S,,12,grams,,SUB-014054-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97993,1,SCOOP,silver #110,LEVEL,,,0.02646,0.43196,0.027,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [DE],REC-014197-4-004,R,1,portions,Broccoli - S&P Broccoli FLORETS - less salt,S,,85,grams,,SUB-013822-4-001,HAND MIX,"2ND COMPARTMENT
85g broccoli florets",,,0.75359,1,SCOOP,grey,LEVEL,,,0.18739,3.97866,0.24867,PCK-00-151924-5,2nd,
FV0281A - Baja Salmon [DE],REC-014197-4-004,R,1,portions,Sauce - Cilantro Sour Cream,S,,40,grams,,SUB-013701-4-001,IMMERSION BLENDER / CUPPING,"3RD COMPARTMENT
40g sauce Cupped

Total weight = 377g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98001,1,CUP,Cup,,,,0.08818,1.43974,0.08998,PCK-00-151924-5,3rd,

FV0281A - Baja Salmon [DKSE],REC-014197-4-005,R,1,portions,Mexican Cauliflower Rice,S,,120,grams,,SUB-014051-4-001,OVEN,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment
MAIN COMPARTMENT
120g cauliflower rice
1 ea salmon
12g butter",,,0.76391,1,SCOOP,grey,NATURAL,,,0.26455,5.54109,0.34632,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [DKSE],REC-014197-4-005,R,1,portions,Salmon - BAJA Salmon - Batch,S,,1,each,,SUB-014053-4-001,THAW / HAND MARINADE / OVEN / BLAST CHILLER,,"FISCH, SCHWEFELDIOXIDE UND SULFITE",,0.79681,1,HAND_PORTIONED,Hand Portioned,,,4.23288,0.26455,5.31226,0.33202,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [DKSE],REC-014197-4-005,R,1,portions,Compound butter - Chili-Garlic Butter - master batch,S,,12,grams,,SUB-014054-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.97993,1,SCOOP,silver #110,LEVEL,,,0.02646,0.43196,0.027,PCK-00-151924-5,Main,
FV0281A - Baja Salmon [DKSE],REC-014197-4-005,R,1,portions,Broccoli - S&P Broccoli FLORETS - less salt,S,,85,grams,,SUB-013822-4-001,HAND MIX,"2ND COMPARTMENT
85g broccoli florets",,,0.75359,1,SCOOP,grey,LEVEL,,,0.18739,3.97866,0.24867,PCK-00-151924-5,2nd,
FV0281A - Baja Salmon [DKSE],REC-014197-4-005,R,1,portions,Sauce - Cilantro Sour Cream,S,,40,grams,,SUB-013701-4-001,IMMERSION BLENDER / CUPPING,"3RD COMPARTMENT
40g sauce Cupped

Total weight = 377g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98001,1,CUP,Cup,,,,0.08818,1.43974,0.08998,PCK-00-151924-5,3rd,

FV0322A - Sour Cream & Chive Chicken [DE],REC-014219-4-003,R,1,portions,Sour Cream and Chive Mashed Yukons (more salt),S,,110,grams,,SUB-014217-4-001,PLANETARY MIXER / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment
MAIN COMPARTMENT
Next to each other: 
1) 110g sour cream and chive mash
butter (10g)
2) 60g broccoli
1 pc Chicken

2ND COMPARTMENT
110g green beans
",MILCH (EINSCHLIESSLICH LAKTOSE),,0.95705,1,SCOOP,grey,LEVEL,,,0.24251,4.05425,0.25339,PCK-00-151923-5,Main,
FV0322A - Sour Cream & Chive Chicken [DE],REC-014219-4-003,R,1,portions,Broccoli - Roasted S&P,S,,60,grams,,SUB-016200-4-001,OVEN / BLAST CHILLER,,,,0.8136,,,,,,,0.13228,2.60132,0.16258,PCK-00-151923-5,Main,
FV0322A - Sour Cream & Chive Chicken [DE],REC-014219-4-003,R,1,portions,Chive-Garlic Butter,S,,10,grams,,SUB-014218-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.99315,,,,,,,0.02205,0.35517,0.0222,PCK-00-151923-5,Main,
FV0322A - Sour Cream & Chive Chicken [DE],REC-014219-4-003,R,1,portions,Grilled Chicken Breast Marinade #4 - Garlic Herb (EACH),S,,1,each,,SUB-014216-4-001,MARINADE / GRILL / OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.72948,,,,,,4.23288,0.26455,5.80257,0.36266,PCK-00-151923-5,Main,
FV0322A - Sour Cream & Chive Chicken [DE],REC-014219-4-003,R,1,portions,S&P Roasted Green Beans 1,S,,110,grams,,SUB-014184-4-001,OVEN / BLAST CHILLER,,,,0.74605,,,,,,,0.24251,5.20088,0.32505,PCK-00-151923-5,2nd,

FV0333A - Tuscan Shrimp [BNL],REC-013835-4-004,R,1,portions,Creamed Kale - Cream Cheese,S,,100,grams,,SUB-013834-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
creamed kale - 100g
shrimp - 7 EA (105g)
butter sauce - 35g","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.95227,1,SCOOP,green,LEVEL,,,0.22046,3.70419,0.23151,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [BNL],REC-013835-4-004,R,1,portions,Tuscan Shrimp batch,S,,7,each,,SUB-013801-4-001,THAW / MARINADE / OVEN / BLAST CHILLER,,"KREBSTIERE, SCHWEFELDIOXIDE UND SULFITE",,0.70061,7,HAND_PORTIONED,Hand Portioned,,,3.70377,0.23149,5.28651,0.33041,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [BNL],REC-013835-4-004,R,1,portions,Sauce - Tuscan Shrimp Butter Sauce,S,,35,grams,,SUB-013803-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.89392,1,SCOOP,black,LEVEL,,,0.07716,1.38109,0.08632,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [BNL],REC-013835-4-004,R,1,portions,"Zucchini/Pepper/Onion Mix for Tuscan Shrimp - 1/2"" Diced",S,,100,grams,,SUB-013802-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
zucchini/pepper mix - 100g

NET WEIGHT: 340g",,,0.79487,1,SCOOP,beige,NATURAL,,,0.22046,4.43772,0.27736,PCK-00-151923-5,2nd,

FV0333A - Tuscan Shrimp [DE],REC-013835-4-002,R,1,portions,Creamed Kale - Cream Cheese,S,,100,grams,,SUB-013834-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
creamed kale - 100g
shrimp - 7 EA (105g)
butter sauce - 35g","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.95227,1,SCOOP,green,LEVEL,,,0.22046,3.70419,0.23151,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [DE],REC-013835-4-002,R,1,portions,Tuscan Shrimp batch,S,,7,each,,SUB-013801-4-001,THAW / MARINADE / OVEN / BLAST CHILLER,,"KREBSTIERE, SCHWEFELDIOXIDE UND SULFITE",,0.70061,7,HAND_PORTIONED,Hand Portioned,,,3.70377,0.23149,5.28651,0.33041,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [DE],REC-013835-4-002,R,1,portions,Sauce - Tuscan Shrimp Butter Sauce,S,,35,grams,,SUB-013803-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.89392,1,SCOOP,black,LEVEL,,,0.07716,1.38109,0.08632,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [DE],REC-013835-4-002,R,1,portions,"Zucchini/Pepper/Onion Mix for Tuscan Shrimp - 1/2"" Diced",S,,100,grams,,SUB-013802-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
zucchini/pepper mix - 100g

NET WEIGHT: 340g",,,0.79487,1,SCOOP,beige,NATURAL,,,0.22046,4.43772,0.27736,PCK-00-151923-5,2nd,

FV0333A - Tuscan Shrimp [DKSE],REC-013835-4-003,R,1,portions,Creamed Kale - Cream Cheese,S,,100,grams,,SUB-013834-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
creamed kale - 100g
shrimp - 7 EA (105g)
butter sauce - 35g","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.95227,1,SCOOP,green,LEVEL,,,0.22046,3.70419,0.23151,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [DKSE],REC-013835-4-003,R,1,portions,Tuscan Shrimp batch,S,,7,each,,SUB-013801-4-001,THAW / MARINADE / OVEN / BLAST CHILLER,,"KREBSTIERE, SCHWEFELDIOXIDE UND SULFITE",,0.70061,7,HAND_PORTIONED,Hand Portioned,,,3.70377,0.23149,5.28651,0.33041,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [DKSE],REC-013835-4-003,R,1,portions,Sauce - Tuscan Shrimp Butter Sauce,S,,35,grams,,SUB-013803-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.89392,1,SCOOP,black,LEVEL,,,0.07716,1.38109,0.08632,PCK-00-151923-5,Main,
FV0333A - Tuscan Shrimp [DKSE],REC-013835-4-003,R,1,portions,"Zucchini/Pepper/Onion Mix for Tuscan Shrimp - 1/2"" Diced",S,,100,grams,,SUB-013802-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
zucchini/pepper mix - 100g

NET WEIGHT: 340g",,,0.79487,1,SCOOP,beige,NATURAL,,,0.22046,4.43772,0.27736,PCK-00-151923-5,2nd,

FV0426A - Potato Leek Mash & Grilled Chicken [BNL],REC-013840-4-002,R,1,portions,Chicken breast - Herb Grilled Chicken Breast,S,,1,each,,SUB-013545-4-001,MARINADE / GRILL / OVEN / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
150g = leek mash  
120g =1 ea grilled chicken breast 

2ND COMPARTMENT
65g = corn
65g = zucchini
12g = 1/2 scoop parmesan chive butter

(zucchini and corn can be combined in production, please ensure consistent ratios when plated)

Net Weight : 412 g",,,0.72185,1,HAND_PORTIONED,Hand Portioned,,,4.23288,0.26455,5.86395,0.3665,PCK-00-151923-5,Main,
