Recipe Name,Recipe Code,Sub-Recipe 1 Name,Sub-Recipe 2 Name,Sub-Recipe 3 Name,Ingredient,Ingredient ID,Ingredient Category,Gross Quantity,UOM
Cauliflower rice - Cilantro and Lime Cauliflower Rice - BA,SUB-013733-4-001,Roasted Garlic oil,,,"FA-DE Garlic, Peeled, Whole Cloves [10kg] /Knoblauch, geschält, ganze Nelken [10kg]",PHF-00-139197-3,PHF,58.55,grams
Cauliflower rice - Cilantro and Lime Cauliflower Rice - BA,SUB-013733-4-001,Roasted Garlic oil,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,43.91,grams
Cauliflower rice - Cilantro and Lime Cauliflower Rice - BA,SUB-013733-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,2,grams
Cauliflower rice - Cilantro and Lime Cauliflower Rice - BA,SUB-013733-4-001,,,,"FA-DE Cauliflower, Riced, IQF /Blumenkohl, Reis, IQF",PHF-00-139233-1,PHF,527.3,grams
Cauliflower rice - Cilantro and Lime Cauliflower Rice - BA,SUB-013733-4-001,,,,"FA-DE Coriander, Chopped /Koriander, gehackt",PHF-00-139192-3,PHF,28.35,grams
Chicken Breast - BRINED 160g,SUB-013527-4-001,,,,"FA-DE Chicken, Breast, B/S - 160g/Hähnchen, Brust, B/S – 160 g",PTN-00-139317-3,PTN,1700,grams
Chicken Breast - BRINED 160g,SUB-013527-4-001,,,,FA-DE Water / Wasser,OTH-00-144038-5,OTH,1700,grams
Chicken Breast - BRINED 160g,SUB-013527-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,15.03,grams
Chicken CHUNKS - BRINED,SUB-013451-4-001,,,,"FA-DE Chicken Breast, Chunked, Boneless Skinless /Hähnchenbrust, in Stücken, ohne Knochen und ohne Haut",PTN-00-139314-3,PTN,1700,grams
Chicken CHUNKS - BRINED,SUB-013451-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,15,grams
Chicken CHUNKS - BRINED,SUB-013451-4-001,,,,FA-DE Water / Wasser,OTH-00-144038-5,OTH,1700,grams
Chicken Thighs - BRINED,SUB-013532-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,15,grams
Chicken Thighs - BRINED,SUB-013532-4-001,,,,"FA-DE Chicken, Thighs, Boneless Skinless /Hähnchen, Oberschenkel, ohne Knochen und ohne Haut",PTN-00-139343-3,PTN,1700,grams
Chicken Thighs - BRINED,SUB-013532-4-001,,,,FA-DE Water / Wasser,OTH-00-144038-5,OTH,1700,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.14,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.14,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.23,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Spice, Crushed Red Pepper Flakes /Gewürz, zerkleinerte rote Pfefferflocken",SPI-00-139344-5,SPI,0.09,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.43,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Vinegar, Red Wine /Essig, Rotwein",PRO-00-139301-5,PRO,2.3,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,Chicken Breast - BRINED 160g,,,"FA-DE Chicken, Breast, B/S - 160g/Hähnchen, Brust, B/S – 160 g",PTN-00-139317-3,PTN,160,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,Chicken Breast - BRINED 160g,,,FA-DE Water / Wasser,OTH-00-144038-5,OTH,160,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,Chicken Breast - BRINED 160g,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.41,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Parsley, Chopped /Petersilie, gehackt",PHF-00-139215-3,PHF,0.46,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,6.8,grams
Chicken breast - Sun-Dried Tomato Chicken Batch - Grilled 160g,SUB-013572-4-001,Basil - Picked Basil Leaves,,,"FA-DE Basil, Fresh /Basilikum, frisch",PHF-00-139175-3,PHF,1.02,grams
Compound butter - Chili-Garlic,SUB-013823-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,2.83,grams
Compound butter - Chili-Garlic,SUB-013823-4-001,,,,"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,226.8,grams
Compound butter - Chili-Garlic,SUB-013823-4-001,,,,"FA-DE Spice, Minced Garlic, Toasted, Dry /Gewürz, gehackter Knoblauch, geröstet, trocken",SPI-00-139367-5,SPI,8.5,grams
Compound butter - Chili-Garlic,SUB-013823-4-001,,,,"FA-DE Spice, Guajillo Peppers, Ground /Gewürze, Guajillo-Paprikaschoten, gemahlen",SPI-00-139358-5,SPI,2.83,grams
Compound butter - Chili-Garlic,SUB-013823-4-001,,,,"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,2.83,grams
Compound butter - Chili-Garlic,SUB-013823-4-001,,,,"FA-DE Spice, Gochugaru Chili Pepper Flakes /Gewürz, Gochugaru-Chili-Pfefferflocken",SPI-00-139356-5,SPI,2.83,grams
Compound butter - Chili-Garlic Butter - master batch,SUB-014054-4-001,,,,"FA-DE Spice, Minced Garlic, Toasted, Dry /Gewürz, gehackter Knoblauch, geröstet, trocken",SPI-00-139367-5,SPI,1880,grams
Compound butter - Chili-Garlic Butter - master batch,SUB-014054-4-001,,,,"FA-DE Spice, Gochugaru Chili Pepper Flakes /Gewürz, Gochugaru-Chili-Pfefferflocken",SPI-00-139356-5,SPI,625.67,grams
Compound butter - Chili-Garlic Butter - master batch,SUB-014054-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,625.67,grams
Compound butter - Chili-Garlic Butter - master batch,SUB-014054-4-001,,,,"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,625.67,grams
Compound butter - Chili-Garlic Butter - master batch,SUB-014054-4-001,,,,"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,50050,grams
Compound butter - Chili-Garlic Butter - master batch,SUB-014054-4-001,,,,"FA-DE Spice, Guajillo Peppers, Ground /Gewürze, Guajillo-Paprikaschoten, gemahlen",SPI-00-139358-5,SPI,625.67,grams
Compound butter - Parmesan-Chive,SUB-013536-4-001,,,,"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,5.67,grams
Compound butter - Parmesan-Chive,SUB-013536-4-001,,,,"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,425.24,grams
Compound butter - Parmesan-Chive,SUB-013536-4-001,,,,"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,5.67,grams
Compound butter - Parmesan-Chive,SUB-013536-4-001,,,,"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,141.75,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,,,,"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.03,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,Roasted Garlic (use),,,"FA-DE Garlic, Peeled, Whole Cloves [10kg] /Knoblauch, geschält, ganze Nelken [10kg]",PHF-00-139197-3,PHF,0.86,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,Roasted Garlic (use),,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,0.64,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,,,,"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,6.8,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,0.14,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,Sun-Dried Tomato + Basil Puree,,,FA-DE Water / Wasser,OTH-00-144038-5,OTH,1.27,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,Sun-Dried Tomato + Basil Puree,Basil - Picked Basil Leaves,,"FA-DE Basil, Fresh /Basilikum, frisch",PHF-00-139175-3,PHF,0.23,grams
Compound butter - Sun-Dried Tomato,SUB-013608-4-001,Sun-Dried Tomato + Basil Puree,,,"FA-DE Tomatoes, Sun - Dried Julienned /Tomaten, sonnengetrocknete Julienne",PRO-00-139296-5,PRO,1.27,grams
Concentrated Tomatoes- Diluted (90/10) (primo gusto/old california),SUB-013421-4-001,,,,"FA-DE Tomatoes, Concentrated Crushed /Tomaten, konzentriert, zerkleinert",PRO-00-139293-5,PRO,63.5,grams
Concentrated Tomatoes- Diluted (90/10) (primo gusto/old california),SUB-013421-4-001,,,,FA-DE Water / Wasser,OTH-00-144038-5,OTH,7.09,grams
Cooked 10mm diced Spanish Onions,SUB-029899-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,0.07,grams
Cooked 10mm diced Spanish Onions,SUB-029899-4-001,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,1.6,grams
Cooked 10mm diced Spanish Onions,SUB-029899-4-001,,,,"FA-DE Onion, Spanish, Diced 10mm /Zwiebel, Spanisch, gewürfelt 10 mm",PHF-00-139209-3,PHF,35.43,grams
Cooked Burger Veggies,SUB-031784-4-001,,,,"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,3.4,grams
Cooked Burger Veggies,SUB-031784-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,0.25,grams
Cooked Burger Veggies,SUB-031784-4-001,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,2.27,grams
Cooked Burger Veggies,SUB-031784-4-001,,,,"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,3.4,grams
Cooked Burger Veggies,SUB-031784-4-001,,,,"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,1.7,grams
Cooked Burger Veggies,SUB-031784-4-001,,,,"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,5.95,grams
Cooked Courgette Noodles - No Salt,SUB-013573-4-001,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,99.22,grams
Cooked Courgette Noodles - No Salt,SUB-013573-4-001,,,,"FA-DE Zucchini, Spiralized Noodles /Zucchini, Spiralnudeln",PHF-00-139230-3,PHF,1700,grams
Courgette - Sesame Zucchini Noodles,SUB-013628-4-001,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,7.14,grams
Courgette - Sesame Zucchini Noodles,SUB-013628-4-001,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,39.66,grams
Courgette - Sesame Zucchini Noodles,SUB-013628-4-001,,,,"FA-DE Zucchini, Spiralized Noodles /Zucchini, Spiralnudeln",PHF-00-139230-3,PHF,1700,grams
