Recipe name,MSKU Code,Recipe Type,Recipe Yield,Recipe Yield UOM,Ingredient Name,Ingredient Type,Ingredient ID,Ingredient Quantity,Ingredient UOM,Preparation,Sub-Recipe ID,Sub-Recipe Categories,Instructions,Allergen Contains,Recipe Score,Sub-Recipe Yield,Portion Qty,Portion Method,Method Color,Method Type,Sub-Allergens,Sub-Recipe EA to OZ,Sub-Recipe OZ to LBS,Sub-Recipe Raw Ingredient Weight (oz),Sub-Recipe Raw Ingredient Weight (lbs),Primary Packaging Sku Code,Compartment Name,Secondary Packaging Sku Codes
FE0036A - Salmon on cheesy cauliflower rice [PENDING CULINARY REVIEW],REC-013815-4-001,R,1,portions,Broccoli - Blackened Salmon Broccoli - New [PENDING CULINARY REVIEW],S,,85,grams,,SUB-013609-4-001,OVEN / BLAST CHILLER,,,,1.003,,,,,,,0.18739,2.98931,0.18683,PCK-00-151923-5,Main,

FE0129F - Peruvian Chicken [PENDING CULINARY REVIEW],REC-014159-4-006,R,1,portions,Cauliflower rice - Red Pepper Cauliflower grits [PENDING CULINARY REVIEW],S,,150,grams,,SUB-013820-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,"***PLATING
INSTRUCTIONS***
(From the bottom to the top)
2 Compartment
MAIN COMPARTMENT
red pepper grits 140g
chicken breast 100g



","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.94123,,,,,,,0.33069,5.62145,0.35134,PCK-00-151924-5,Main,
FE0129F - Peruvian Chicken [PENDING CULINARY REVIEW],REC-014159-4-006,R,1,portions,Chicken breast - Jalapeño-Lime-Cheddar Chicken Batch 125g [PENDING CULINARY REVIEW],S,,1,each,,SUB-013832-4-001,MARINADE / GRILL / OVEN / BLAST CHILLER,,,,0.74047,,,,,,3.5274,0.22046,4.76375,0.29773,PCK-00-151924-5,Main,
FE0129F - Peruvian Chicken [PENDING CULINARY REVIEW],REC-014159-4-006,R,1,portions,Broccoli - S&P Broccoli FLORETS - less salt,S,,85,grams,,SUB-013822-4-001,HAND MIX,"2ND COMPARTMENT
broccoli 75g
chili garlic butter 8g

",,,0.69966,,,,,,,0.18739,4.28538,0.26784,PCK-00-151924-5,2nd,
FE0129F - Peruvian Chicken [PENDING CULINARY REVIEW],REC-014159-4-006,R,1,portions,Compound butter - Chili-Garlic,S,,10,grams,,SUB-013823-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.98001,,,,,,,0.02205,0.35994,0.0225,PCK-00-151924-5,2nd,
FE0129F - Peruvian Chicken [PENDING CULINARY REVIEW],REC-014159-4-006,R,1,portions,Sauce - Aji Verde Sauce [PENDING CULINARY REVIEW],S,,35,grams,,SUB-013821-4-001,IMMERSION BLENDER / BLAST CHILLER,"Cupped = Aji Verde Sauce 30g
NET WEIGHT = 380g","EIER, SCHWEFELDIOXIDE UND SULFITE, SENF",,0.99756,,,,,,,0.07716,1.2376,0.07735,PCK-00-151924-5,3rd,

"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,Cilantro-Cumin Cream [PENDING CULINARY REVIEW],S,,56,grams,,SUB-013804-4-001,IMMERSION BLENDER / CUPPING,"CILANTRO CUMIN CREAM
56 G PER PLATE
40 G POBLANO RAJAS
JALAPENO-LIME CHICKEN
1ea per plate 100g
CHEESE/JALAPENO/ONION GARNISH

place on top of chicken breast, starting with cheddar, then jalapenos, then green onions
JALAPENO-CILANTRO POPPER RICE
125 G PER PLATE
***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
cilantro cumin cream - 56g
poblano rajas - 40g
chicken - 1 EA (100g)
cheddar cheese - 14g
jalapeno slices - 14g
green onions - 6g

2ND COMPARTMENT
popper rice - 125g

Net Weight- 355g","MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.90721,,,,,,,0.12346,2.17737,0.13609,PCK-00-151923-5,Main,
"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,Green Pepper Rajas [PENDING CULINARY REVIEW],S,,40,grams,,SUB-013831-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.70298,,,,,,,0.08818,2.00712,0.12544,PCK-00-151923-5,Main,
"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,Chicken breast - Jalapeño-Lime-Cheddar Chicken Batch 125g [PENDING CULINARY REVIEW],S,,1,each,,SUB-013832-4-001,MARINADE / GRILL / OVEN / BLAST CHILLER,,,,0.74047,,,,,,3.5274,0.22046,4.76375,0.29773,PCK-00-151923-5,Main,
"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,"FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben",I,DAI-00-139135-3,14,grams,,,,,MILCH (EINSCHLIESSLICH LAKTOSE),,,,,,,,,0.03086,0.49384,0.03086,PCK-00-151923-5,Main,
"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,Drained Jalapenos- Sub Recipe [PENDING CULINARY REVIEW],S,,14,grams,,SUB-013806-4-001,STAGING / DEBOX,,,,0.64001,,,,,,,0.03086,0.7716,0.04823,PCK-00-151923-5,Main,
"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,"FA-DE Onion, Green, Sliced 5mm /Zwiebel, grün, in Scheiben geschnitten, 5 mm",I,PHF-00-149803-3,6,grams,,,,,,,,,,,,,,0.01323,0.21164,0.01323,PCK-00-151923-5,Main,
"FE0198C - Spicy chicken with jalapeño, lime and cheddar [PENDING CULINARY REVIEW]",REC-013833-4-003,R,1,portions,Jalapeño-Lime-Cheddar Chicken Cauliflower Rice [PENDING CULINARY REVIEW],S,,125,grams,,SUB-013805-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.90107,,,,,,,0.27558,4.89334,0.30583,PCK-00-151923-5,Main,

FE0230D - Chickpeas Bowl in Italian way [PENDING CULINARY REVIEW],REC-013958-4-004,R,1,portions,Mixed grains - Lemon Brown Rice + Quinoa [PENDING CULINARY REVIEW],S,,110,grams,,SUB-013954-4-001,HAND MIX / BLAST CHILLER,"MAIN COMPARTMENT
Rice & Quinoa Mix - 110 gr
Sauteed Italian Chickpeas - 128 gr
Italian Peppers & Onions - 57 gr

2ND COMPARTMENT
Italian Herb Roasted Zucchini - 85 gr
Roasted Red Pepper Sauce - 37 gr

NET WEIGHT: 417 gr","SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.99992,,,,,,,0.24251,3.88046,0.24253,PCK-00-151923-5,Main,
FE0230D - Chickpeas Bowl in Italian way [PENDING CULINARY REVIEW],REC-013958-4-004,R,1,portions,Chickpeas - Sauteed Italian Chickpeas [PENDING CULINARY REVIEW],S,,128,grams,,SUB-013955-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.93867,,,,,,,0.28219,4.81006,0.30063,PCK-00-151923-5,Main,
FE0230D - Chickpeas Bowl in Italian way [PENDING CULINARY REVIEW],REC-013958-4-004,R,1,portions,Mixed veg - Italian Peppers & Onions,S,,57,grams,,SUB-013956-4-001,HAND MARINADE / OVEN / BLAST CHILLER,,,,0.74308,,,,,,,0.12566,2.70579,0.16911,PCK-00-151923-5,Main,
FE0230D - Chickpeas Bowl in Italian way [PENDING CULINARY REVIEW],REC-013958-4-004,R,1,portions,Courgette - Italian Herb Roasted Zucchini [PENDING CULINARY REVIEW],S,,85,grams,,SUB-013957-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.72099,,,,,,,0.18739,4.15854,0.25991,PCK-00-151923-5,Main,
FE0230D - Chickpeas Bowl in Italian way [PENDING CULINARY REVIEW],REC-013958-4-004,R,1,portions,Sauce - Roasted Red Pepper & Basil Sauce [PENDING CULINARY REVIEW],S,,37,grams,,SUB-013927-4-001,HAND MIX,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.99815,,,,,,,0.08157,1.30755,0.08172,PCK-00-151923-5,Main,

FE0277D - Braised beef with sesame dressing [PENDING CULINARY REVIEW],REC-013877-4-004,R,1,portions,Rice - Brown Basmati Rice with GGS [PENDING CULINARY REVIEW],S,,90,grams,,SUB-013384-4-001,HAND MIX / BLAST CHILLER,"90g brown rice
100g Braised beef
80g asian vegetables


80g broccoli

28g miso sauce in a cup


***PLATING INSTRUCTIONS***
(From the bottom to the top)

3 Compartment

MAIN COMPARTMENT
90g = brown rice
100g = Braised beef
80g = asian vegetables

2ND COMPARTMENT
80g = broccoli florets

3RD COMPARTMENT
28g = Miso Sweet Soy (cup)

Net Weight : 378g",SCHWEFELDIOXIDE UND SULFITE,,1.02258,,,,,,,0.19842,3.10456,0.19404,PCK-00-151923-5,Main,
FE0277D - Braised beef with sesame dressing [PENDING CULINARY REVIEW],REC-013877-4-004,R,1,portions,Brined BEEF CHUCK - Asian spice - base cook [PENDING CULINARY REVIEW],S,,100,grams,,SUB-013876-4-001,BRINE,,SCHWEFELDIOXIDE UND SULFITE,,0.61926,,,,,,,0.22046,5.69613,0.35601,PCK-00-151923-5,Main,
FE0277D - Braised beef with sesame dressing [PENDING CULINARY REVIEW],REC-013877-4-004,R,1,portions,Mixed veg - Asian Stir Fry Veg [PENDING CULINARY REVIEW],S,,80,grams,,SUB-013386-4-001,OVEN / BLAST CHILLER,,"SCHWEFELDIOXIDE UND SULFITE, SESAMSAMEN",,0.80772,,,,,,,0.17637,3.49369,0.21836,PCK-00-151923-5,Main,
FE0277D - Braised beef with sesame dressing [PENDING CULINARY REVIEW],REC-013877-4-004,R,1,portions,Broccoli - Sesame IQF Broccoli Florets [PENDING CULINARY REVIEW],S,,80,grams,,SUB-013387-4-001,SPICE PORTIONING / HAND MIX,,SESAMSAMEN,,0.98651,,,,,,,0.17637,2.8605,0.17878,PCK-00-151923-5,Main,
FE0277D - Braised beef with sesame dressing [PENDING CULINARY REVIEW],REC-013877-4-004,R,1,portions,Sauce - Miso Sweet-Soy [PENDING CULINARY REVIEW],S,,28,grams,,SUB-013388-4-001,IMMERSION BLENDER / CUPPING,,"SCHWEFELDIOXIDE UND SULFITE, SESAMSAMEN, SOJA",,1.08902,,,,,,,0.06173,0.90693,0.05668,PCK-00-151923-5,Main,

FE0286B - Pork tenderloin with chimichurri,REC-013986-4-002,R,1,portions,Mash - Red Bell Pepper Cauliflower Mash,S,,150,grams,,SUB-013981-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,"Red Pepper Cauli Mash 125g
Chimichurri Pork Tenderloin 1 ea (100g)
Roasted Squash 85g
Chili-Garlic Butter 12g
Chimichurri Sauce 35g CUP 
***PLATING INSTRUCTIONS*** (From the bottom to the top) 
MAIN COMPARTMENT 
Red Pepper Cauli Mash 150g
Chimichurri Pork Tenderloin 1 ea (100g)

2ND COMPARTMENT 
Roasted Squash 100g
Chili-Garlic Butter 12g
Chimichurri Sauce 35g CUP 

NET WEIGHT: 397g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.82066,,,,,,,0.33069,6.44739,0.40296,PCK-00-151923-5,Main,
FE0286B - Pork tenderloin with chimichurri,REC-013986-4-002,R,1,portions,Garlic Marinade for Porktenderloin,S,,100,grams,,SUB-013928-4-001,MARINADE / GRILL / OVEN / SLICER / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,1,,,,,,,0.22046,3.5274,0.22046,PCK-00-151923-5,Main,
FE0286B - Pork tenderloin with chimichurri,REC-013986-4-002,R,1,portions,Roasted Zucchini,S,,100,grams,,SUB-013984-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.88104,,,,,,,0.22046,4.0037,0.25023,PCK-00-151923-5,Main,
FE0286B - Pork tenderloin with chimichurri,REC-013986-4-002,R,1,portions,Compound butter - Chili-Garlic,S,,12,grams,,SUB-013823-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.98001,,,,,,,0.02646,0.43192,0.027,PCK-00-151923-5,Main,
FE0286B - Pork tenderloin with chimichurri,REC-013986-4-002,R,1,portions,Sauce - Chimichurri Sauce Batch,S,,35,grams,,SUB-013982-4-001,IMMERSION BLENDER / CUPPING,,"SCHALENFRÜCHTE, SCHWEFELDIOXIDE UND SULFITE, WALNÜSSE",,0.98415,,,,,,,0.07716,1.25447,0.0784,PCK-00-151923-5,Main,

FE0410C - Honey Mustard Chicken [PENDING CULINARY REVIEW],REC-013825-4-003,R,1,portions,Potatoes - Rosemary Roasted Potatoes [PENDING CULINARY REVIEW],S,,100,grams,,SUB-013789-4-001,OVEN / BLAST CHILLER,"GRILLED HERBED CHICKEN BREAST 
1 EA PER PLATE 100g
ROSEMARY ROASTED POTATOES
75g PER PLATE
ROASTED GARLIC GREEN BEANS
85g PER PLATE  
ROASTED CARROTS
65g PER PLATE
HONEY MUSTARD SAUCE 
30g CUP PER PLATE
***PLATING INSTRUCTIONS***
(From the bottom to the top)

3 Compartment

MAIN COMPARTMENT
green beans = 85g
carrots = 85g
chicken = 1 EA (100g)

2ND COMPARTMENT
rosemary potatoes = 100g

3RD COMPARTMENT
honey mustard = 30g (cup)

Net Weight: 400g",,,0.72841,,,,,,,0.22046,4.84258,0.30266,PCK-00-151923-5,Main,
FE0410C - Honey Mustard Chicken [PENDING CULINARY REVIEW],REC-013825-4-003,R,1,portions,Green beans - Roasted Green Beans w/ Roasted Garlic - Less Oil,S,,85,grams,,SUB-013529-4-001,OVEN / BLAST CHILLER,,,,0.68735,,,,,,,0.18739,4.36211,0.27263,PCK-00-151923-5,Main,
FE0410C - Honey Mustard Chicken [PENDING CULINARY REVIEW],REC-013825-4-003,R,1,portions,Honey Mustard Chicken Marinade,S,,120,grams,,SUB-013528-4-001,MARINADE / GRILL / OVEN / BLAST CHILLER,,SENF,,0.94971,,,,,,,0.26455,4.45702,0.27856,PCK-00-151923-5,Main,
FE0410C - Honey Mustard Chicken [PENDING CULINARY REVIEW],REC-013825-4-003,R,1,portions,Sauce - Honey Mustard Sauce [PENDING CULINARY REVIEW],S,,30,grams,,SUB-013409-4-001,HAND MIX,,"EIER, SENF",,0.98342,,,,,,,0.06614,1.07606,0.06725,PCK-00-151923-5,Main,
FE0410C - Honey Mustard Chicken [PENDING CULINARY REVIEW],REC-013825-4-003,R,1,portions,Carrots - Roasted Carrots [PENDING CULINARY REVIEW],S,,85,grams,,SUB-013751-4-001,OVEN / BLAST CHILLER,,,,0.75918,,,,,,,0.18739,3.94939,0.24684,PCK-00-151923-5,Main,

FE0412C - Mujadara rice bowl [PENDING CULINARY REVIEW],REC-014125-4-003,R,1,portions,Lentil & Rice Batch - Mujadara [PENDING CULINARY REVIEW],S,,185,grams,,SUB-014124-4-001,HAND MIX / BLAST CHILLER,"185g Rice & Lentil Mix
75g Roasted Onions
8g Green Onion
115g carrots
30g cupped sauce
**PLATING INSTRUCTIONS**

MAIN:
185g Rice & Lentil Mix
75g Roasted Onions
8g Green Onion

2ND:
115g carrots
30g cupped sauce

NET WEIGHT: 413g","SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,0.96146,,,,,,,0.40786,6.7873,0.42421,PCK-00-151923-5,Main,
FE0412C - Mujadara rice bowl [PENDING CULINARY REVIEW],REC-014125-4-003,R,1,portions,Roasted Onion Mix - Mujadara [PENDING CULINARY REVIEW],S,,75,grams,,SUB-014120-4-001,HAND MARINADE / OVEN / BLAST CHILLER,,,,0.29118,,,,,,,0.16535,9.0855,0.56784,PCK-00-151923-5,Main,
FE0412C - Mujadara rice bowl [PENDING CULINARY REVIEW],REC-014125-4-003,R,1,portions,"FA-DE Onion, Green, Sliced 5mm /Zwiebel, grün, in Scheiben geschnitten, 5 mm",I,PHF-00-149803-3,8,grams,,,,,,,,,,,,,,0.01764,0.28219,0.01764,PCK-00-151923-5,Main,
FE0412C - Mujadara rice bowl [PENDING CULINARY REVIEW],REC-014125-4-003,R,1,portions,Sesame Roasted Carrots - Mujadara [PENDING CULINARY REVIEW],S,,115,grams,,SUB-014121-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,SESAMSAMEN,,0.7599,,,,,,,0.25353,5.3382,0.33364,PCK-00-151923-5,Main,
FE0412C - Mujadara rice bowl [PENDING CULINARY REVIEW],REC-014125-4-003,R,1,portions,Sauce - Zhoug Sauce - Mujadara [PENDING CULINARY REVIEW],S,,30,grams,,SUB-014122-4-001,HAND MIX,,SCHWEFELDIOXIDE UND SULFITE,,1.07005,,,,,,,0.06614,0.98894,0.06181,PCK-00-151923-5,Main,

FE0425C - Quinoa bowl with sweet potato and peanut sauce [PENDING CULINARY REVIEW],REC-013905-4-003,R,1,portions,Quinoa - Cilantro Quinoa Batch [PENDING CULINARY REVIEW],S,,75,grams,,SUB-013689-4-001,HAND MIX / BLAST CHILLER,"***PLATING INSTRUCTIONS***
(From the bottom to the top)

3 Compartment

MAIN COMPARTMENT
quinoa - 75g
sweet potato/pepper mix - 150g
peanuts - 14g
green onion - 7g

2ND COMPARTMENT
Sesame broccoli - 103g

3RD COMPARTMENT
peanut sauce 44g (cup)

NET WEIGHT: 394g","SCHWEFELDIOXIDE UND SULFITE, SELLERIE",,1,,,,,,,0.16535,2.64555,0.16535,PCK-00-151923-5,Main,
FE0425C - Quinoa bowl with sweet potato and peanut sauce [PENDING CULINARY REVIEW],REC-013905-4-003,R,1,portions,Peanut Buddha Bowl Sweet Potatoes & Peppers Batch [PENDING CULINARY REVIEW],S,,150,grams,,SUB-013692-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.99941,,,,,,,0.33069,5.29421,0.33089,PCK-00-151923-5,Main,
FE0425C - Quinoa bowl with sweet potato and peanut sauce [PENDING CULINARY REVIEW],REC-013905-4-003,R,1,portions,Peanuts - Gochugaru-Lime Roasted Peanut Halves [PENDING CULINARY REVIEW],S,,14,grams,,SUB-013693-4-001,HAND MARINADE / OVEN / BLAST CHILLER,,,,0.95877,,,,,,,0.03086,0.51507,0.03219,PCK-00-151923-5,Main,
FE0425C - Quinoa bowl with sweet potato and peanut sauce [PENDING CULINARY REVIEW],REC-013905-4-003,R,1,portions,"FA-DE Onion, Green, Sliced 5mm /Zwiebel, grün, in Scheiben geschnitten, 5 mm",I,PHF-00-149803-3,7,grams,,,,,,,,,,,,,,0.01543,0.24692,0.01543,PCK-00-151923-5,Main,
FE0425C - Quinoa bowl with sweet potato and peanut sauce [PENDING CULINARY REVIEW],REC-013905-4-003,R,1,portions,Broccoli - Sesame IQF Broccoli [PENDING CULINARY REVIEW],S,,103,grams,,SUB-013694-4-001,SPICE PORTIONING / HAND MIX,,SESAMSAMEN,,0.99845,,,,,,,0.22708,3.63885,0.22743,PCK-00-151923-5,Main,
FE0425C - Quinoa bowl with sweet potato and peanut sauce [PENDING CULINARY REVIEW],REC-013905-4-003,R,1,portions,Sauce - Peanut Sauce for Buddha Bowl [PENDING CULINARY REVIEW],S,,44,grams,,SUB-013695-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"SCHWEFELDIOXIDE UND SULFITE, SESAMSAMEN, SOJA",,0.99062,,,,,,,0.097,1.56675,0.09792,PCK-00-151923-5,Main,

FE0430C - Roasted Red Pepper Pork Tenderloin [PENDING CULINARY REVIEW],REC-013570-4-003,R,1,portions,Mash - Yukons with Roasted Garlic Batch [PENDING CULINARY REVIEW],S,,125,grams,,SUB-013564-4-001,PLANETARY MIXER / BLAST CHILLER,"125g per plate
100g per plate
25g per plate
25g per plate
125g per plate
***PLATING INSTRUCTIONS***
(From the bottom to the top)

2 Compartment

MAIN COMPARTMENT
125g =  whipped potato 
100g = pork tenderloin
25g =  red pepper sauce
25g =  balsamic caramelized onions

2ND COMPARTMENT
125g =  Green Beans

NET WEIGHT = 400g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.90292,,,,,,,0.27558,4.88332,0.30521,PCK-00-151923-5,Main,
FE0430C - Roasted Red Pepper Pork Tenderloin [PENDING CULINARY REVIEW],REC-013570-4-003,R,1,portions,Pork tenderloin - Grilled Pork Tenderloin Batch [PENDING CULINARY REVIEW],S,,100,grams,,SUB-013565-4-001,MARINADE / GRILL / OVEN / SLICER / BLAST CHILLER,,SENF,,0.74857,,,,,,,0.22046,4.71215,0.29451,PCK-00-151923-5,Main,
FE0430C - Roasted Red Pepper Pork Tenderloin [PENDING CULINARY REVIEW],REC-013570-4-003,R,1,portions,Sauce - RRPPT Roasted Red Pepper Sauce [PENDING CULINARY REVIEW],S,,25,grams,,SUB-013567-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,,"MILCH (EINSCHLIESSLICH LAKTOSE), SCHWEFELDIOXIDE UND SULFITE",,0.88048,,,,,,,0.05512,1.00156,0.0626,PCK-00-151923-5,Main,
