"Date Needed","Work Order Number","Recipe ID","Recipe Name","Sub Recipe Name","Production Minimum Needs Amount","Cook Methods","WO Cooked Portions","Target Portions","Cooked Portions Excess","Staging Status","Staging Comment","Kitchen Status","Unlocked ETA","Work Order Comment"
"2026-09-16 - 2","39-110","REC-030444-4-005","FV0689B - [DE] - Keema inspired Beef Curry","IQF Cilantro-Cumin Cauliflower Florets - IQF","0","BRAISER, IMMERSION BLENDER, OVEN, SPICE PORTIONING","","1674","-1674","Allocation Pending","","Not Started","",""
"2026-09-16 - 2","39-77","REC-014235-4-002","FV1368A - [DE] Cremini Mushrooms & Meatballs","Mash -Leek & Cream Cheese Mashed Potatoes -Less Salt","0","BRAISER, IMMERSION BLENDER, OVEN, PLANETARY MIXER, SPICE PORTIONING","","2028","-2028","Allocation Pending","","Not Started","",""
"2026-09-16 - 2","39-78","REC-014235-4-002","FV1368A - [DE] Cremini Mushrooms & Meatballs","Roasted Broccoli -Alliums -Less fat","0","OVEN","","2028","-2028","Open","","Not Started","",""
"2026-09-16 - 2","39-79","REC-014235-4-002","FV1368A - [DE] Cremini Mushrooms & Meatballs","Roasted Button mushrooms for PU filet - half salt","0","OVEN","","2028","-2028","Open","","Not Started","",""
"2026-09-16 - 2","39-80","REC-014235-4-002","FV1368A - [DE] Cremini Mushrooms & Meatballs","Rosemary Carrot Coins 1/4 inch w/ Honey","0","OVEN","","2028","-2028","Open","","Not Started","",""
"2026-09-16 - 2","39-138","REC-032213-4-005","FV1444B - [DE] - Basil Barramundi & Tomato Risotto","Pinenuts - roasted","0","HAND MARINADE, OVEN","","1885","-1885","Open","","Not Started","",""
"2026-09-16 - 2","39-139","REC-032213-4-005","FV1444B - [DE] - Basil Barramundi & Tomato Risotto","Roasted Spinach & Basil Zucchini","0","IMMERSION BLENDER, OVEN","","1885","-1885","Partially Staged","","Not Started","",""
"2026-09-16 - 2","39-199","REC-013554-4-003","FV4055A -  [DE] Chicken with lemon-garlic butter","Green Beans -Oil and sea salt- less oil","0","OVEN","","897","-897","Open","","Not Started","",""
"2026-09-16 - 2","39-155","REC-016335-4-002","FV4064A - Ginger Garlic Grilled Chicken [DE]","Grilled Chicken Breast Marinade #6 - Asian (EACH)","0","BRINE, GRILL, IMMERSION BLENDER, MARINADE, OVEN","","1391","-1391","Staged","","Not Started","",""
"2026-09-16 - 2","39-7","REC-030480-4-001","[DE] - FV1351A - Cheddar & Red Pepper Chicken Thigh Pasta","Low Fat Red Pepper Fondue","0","BRAISER, IMMERSION BLENDER, OVEN, SPICE PORTIONING","","2270","-2270","Partially Staged","","Not Started","",""
"2026-09-16 - 2","39-10","REC-030480-4-001","[DE] - FV1351A - Cheddar & Red Pepper Chicken Thigh Pasta","Shredded Chicken Thighs - Mod Marinade #3 -SW/MEX (less marinade)","0","BRINE, HOT SHREDDER, IMMERSION BLENDER, MARINADE, OVEN","","2270","-2270","Staged","","Not Started","",""
