Recipe name,MSKU Code,Recipe Type,Recipe Yield,Recipe Yield UOM,Ingredient Name,Ingredient Type,Ingredient ID,Ingredient Quantity,Ingredient UOM,Preparation,Sub-Recipe ID,Sub-Recipe Categories,Instructions,Allergen Contains,Recipe Score,Sub-Recipe Yield,Portion Qty,Portion Method,Method Color,Method Type,Sub-Allergens,Sub-Recipe EA to OZ,Sub-Recipe OZ to LBS,Sub-Recipe Raw Ingredient Weight (oz),Sub-Recipe Raw Ingredient Weight (lbs),Primary Packaging Sku Code,Compartment Name,Secondary Packaging Sku Codes
FV0601A - Mozzarella Burger & Roasted Potatoes [BNL],REC-013423-4-005,R,1,portions,Mozzarella + Parsley Mix,S,,14,grams,,SUB-013419-4-001,HAND MIX,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.99961,1,SCOOP,black,NATURAL,,,0.03086,0.49403,0.03088,PCK-00-151924-5,Main,
FV0601A - Mozzarella Burger & Roasted Potatoes [BNL],REC-013423-4-005,R,1,portions,Mixed veg - Summer Zucchini Roast,S,,85,grams,,SUB-013418-4-001,OVEN / BLAST CHILLER,"2ND: 
85g Zucchini Roast
",SCHWEFELDIOXIDE UND SULFITE,,0.68712,1,SCOOP,green,LEVEL,,,0.18739,4.36356,0.27272,PCK-00-151924-5,2nd,
FV0601A - Mozzarella Burger & Roasted Potatoes [BNL],REC-013423-4-005,R,1,portions,Smokehouse Ketchup,S,,30,grams,,SUB-013422-4-001,SPICE PORTIONING / IMMERSION BLENDER / BRAISER / BLAST CHILLER,"3RD:
30g cupped sauce

NET WEIGHT: 388g",SCHWEFELDIOXIDE UND SULFITE,,0.89996,1,CUP,Cup,,,,0.06614,1.17585,0.07349,PCK-00-151924-5,3rd,

FV0778A- Creamy pesto pasta [BNL],REC-014155-4-003,R,1,portions,"FA-DE Pasta, Whole Wheat, Penne IQF/Nudeln, vollkorn, IQF",I,PRO-00-139304-1,115,grams,,,,"***PLATING
INSTRUCTIONS***
(From the bottom to the top)
2 Compartment
MAIN COMPARTMENT

115g Pasta
75g roasted veg
90g pesto cream sauce
35g cherry tomatoes

","GLUTENHALTIGES GETREIDE, WEIZEN",,,1,SCOOP,orange,LEVEL,,,0.25353,4.05651,0.25353,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [BNL],REC-014155-4-003,R,1,portions,Mixed veg - Roasted Vegetable BATCH 25% less oil,S,,75,grams,,SUB-014154-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.7243,1,SCOOP,blue,NATURAL,,,0.16535,3.65256,0.22829,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [BNL],REC-014155-4-003,R,1,portions,Sauce - Basil Pesto Cream Sauce -Less Fat,S,,90,grams,,SUB-032112-4-001,IMMERSION BLENDER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.91318,,,,,,,0.19842,3.47648,0.21728,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [BNL],REC-014155-4-003,R,1,portions,Tomatoes - Roasted cherry tomatoes,S,,35,grams,,SUB-013627-4-001,OVEN / BLAST CHILLER,,,,0.85,1,SCOOP,black,LEVEL,,,0.07716,1.45246,0.09078,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [BNL],REC-014155-4-003,R,1,portions,"Green Beans -Roasted Green Beans w/Roasted Garlic less oil, less fat",S,,120,grams,,SUB-032114-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
120g green beans 

NET WEIGHT = 435g",,,0.75524,,,,,,,0.26455,5.60471,0.35029,PCK-00-151923-5,2nd,

FV0778A- Creamy pesto pasta [DKSE],REC-014155-4-005,R,1,portions,"FA-DE Pasta, Whole Wheat, Penne IQF/Nudeln, vollkorn, IQF",I,PRO-00-139304-1,115,grams,,,,"***PLATING
INSTRUCTIONS***
(From the bottom to the top)
2 Compartment
MAIN COMPARTMENT

115g Pasta
75g roasted veg
90g pesto cream sauce
35g cherry tomatoes

","GLUTENHALTIGES GETREIDE, WEIZEN",,,1,SCOOP,orange,LEVEL,,,0.25353,4.05651,0.25353,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [DKSE],REC-014155-4-005,R,1,portions,Mixed veg - Roasted Vegetable BATCH 25% less oil,S,,75,grams,,SUB-014154-4-001,OVEN / BLAST CHILLER,,SCHWEFELDIOXIDE UND SULFITE,,0.7243,1,SCOOP,blue,LEVEL,,,0.16535,3.65256,0.22829,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [DKSE],REC-014155-4-005,R,1,portions,Sauce - Basil Pesto Cream Sauce -Less Fat,S,,90,grams,,SUB-032112-4-001,IMMERSION BLENDER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.91318,,,,,,,0.19842,3.47648,0.21728,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [DKSE],REC-014155-4-005,R,1,portions,Tomatoes - Roasted cherry tomatoes,S,,35,grams,,SUB-013627-4-001,OVEN / BLAST CHILLER,,,,0.85,1,SCOOP,black,LEVEL,,,0.07716,1.45246,0.09078,PCK-00-151923-5,Main,
FV0778A- Creamy pesto pasta [DKSE],REC-014155-4-005,R,1,portions,"Green Beans -Roasted Green Beans w/Roasted Garlic less oil, less fat",S,,120,grams,,SUB-032114-4-001,OVEN / BLAST CHILLER,"2ND COMPARTMENT
120g green beans 

NET WEIGHT = 435g",,,0.75524,,,,,,,0.26455,5.60471,0.35029,PCK-00-151923-5,2nd,

FV1068A - Shredded Moroccan Chicken Thighs & Spiced Potatoes [BNL],REC-030395-4-003,R,1,portions,Spice Roasted Potatoes 10mm Diced-Less Pepper,S,,80,grams,,SUB-030305-4-001,UNCATEGORIZED BOM,"***Plating Instructions***

3 Compartment

1:
80 g potatoes
100 g shredded chicken
60 g sauce 
",,,0.7217,1,SCOOP,grey,NATURAL,,,0.17637,3.91009,0.24438,PCK-00-151924-5,Main,
FV1068A - Shredded Moroccan Chicken Thighs & Spiced Potatoes [BNL],REC-030395-4-003,R,1,portions,Shredded Moroccan  Chicken Thighs,S,,100,grams,,SUB-030396-4-001,UNCATEGORIZED BOM,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.71495,1,SCOOP,white,NATURAL,,,0.22046,4.93375,0.30836,PCK-00-151924-5,Main,
FV1068A - Shredded Moroccan Chicken Thighs & Spiced Potatoes [BNL],REC-030395-4-003,R,1,portions,Moroccan  cherry tomato sauce,S,,60,grams,,SUB-030308-4-001,UNCATEGORIZED BOM,,SCHWEFELDIOXIDE UND SULFITE,,0.88001,1,SCOOP,yellow,LEVEL,,,0.13228,2.40501,0.15031,PCK-00-151924-5,Main,
FV1068A - Shredded Moroccan Chicken Thighs & Spiced Potatoes [BNL],REC-030395-4-003,R,1,portions,Lebanese Green Beans Batch,S,,70,grams,,SUB-030311-4-001,UNCATEGORIZED BOM,70 g green beans,SCHWEFELDIOXIDE UND SULFITE,,0.88479,1,SCOOP,grey,NATURAL,,,0.15432,2.79071,0.17442,PCK-00-151924-5,2nd,
FV1068A - Shredded Moroccan Chicken Thighs & Spiced Potatoes [BNL],REC-030395-4-003,R,1,portions,Cumin Coriander Yogurt - CUPPED,S,,35,grams,,SUB-030550-4-001,IMMERSION BLENDER / CUPPING,"35 g yogurt (cupped)

Net Weight: 345 g",MILCH (EINSCHLIESSLICH LAKTOSE),,0.98002,1,CUP,Cup,,,,0.07716,1.25976,0.07873,PCK-00-151924-5,3rd,

FV1346A - Parmesan & Garlic Cream Shredded Beef [DE],REC-015144-4-003,R,1,portions,Rosemary and Thyme Roasted Potato Wedges,S,,90,grams,,SUB-015143-4-001,OVEN / BLAST CHILLER,"Main compartment:
1st layer:
Roasted potatoes 90g
2nd layer:
Roasted peppers and onions 40g
3nd layer:
Shredded beef 110g
4rd layer:
Toasted garlic cream 70g
",,,0.74069,1,SCOOP,teal,NATURAL,,,0.19842,4.28606,0.26788,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DE],REC-015144-4-003,R,1,portions,Mixed veg - Roasted Peppers & Onions,S,,40,grams,,SUB-026055-4-001,OVEN / BLAST CHILLER,,,,0.53,1,SCOOP,yellow,LEVEL,,,0.08818,2.66217,0.16639,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DE],REC-015144-4-003,R,1,portions,Shredded Sous Vide Beef,S,,110,grams,,SUB-013599-4-001,HAND MIX / COLD SHREDDER,,,,0.97997,1,SCOOP,beige,NATURAL,,,0.24251,3.95943,0.24746,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DE],REC-015144-4-003,R,1,portions,Toasted garlic cream,S,,70,grams,,SUB-015142-4-001,SPICE PORTIONING / BRAISER / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,0.81865,1,SCOOP,blue,LEVEL,,,0.15432,3.01614,0.18851,PCK-00-151923-5,Main,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DE],REC-015144-4-003,R,1,portions,Roasted Broccoli - Alliums,S,,90,grams,,SUB-014233-4-001,SPICE PORTIONING / HAND MIX,"Side compartment:
1st layer:
Broccoli 90
2nd layer:
Butter 10 g

Net weight: 410g",,,0.74429,1,SCOOP,grey,NATURAL,,,0.19842,4.26535,0.26658,PCK-00-151923-5,2nd,
FV1346A - Parmesan & Garlic Cream Shredded Beef [DE],REC-015144-4-003,R,1,portions,Herb-Parmesan Butter (best),S,,10,grams,,SUB-014168-4-001,PLANETARY MIXER / SCOOPER (BUTTER) / BLAST CHILLER,,MILCH (EINSCHLIESSLICH LAKTOSE),,1,1,HAND_PORTIONED,Hand Portioned,,,,0.02205,0.35274,0.02205,PCK-00-151923-5,2nd,

