"Date Needed","Work Order Number","Recipe ID","Recipe Name","Sub Recipe Name","Production Minimum Needs Amount","Cook Methods","WO Cooked Portions","Target Portions","Cooked Portions Excess","Staging Status","Staging Comment","Kitchen Status","Unlocked ETA","Work Order Comment"
"2026-05-31 - 2","24-50","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Polenta - with Mascarpone and Parmesan - Quick Cook","0","BRAISER, SPICE PORTIONING","1272","1399","-127","Partially Staged","","Post Blast","2026-06-01T00:00:00Z",""
"2026-06-01 - 1","24-31","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Cauliflower Gratin- No Onions","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","4967","-4967","Staged","","Not Started","",""
"2026-06-01 - 1","24-33","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Roasted Portobello's- Less Garlic","0","BRAISER, OVEN, SPICE PORTIONING","","4967","-4967","Staged","","Pre Blast","",""
"2026-06-01 - 1","24-34","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Stroganoff Sauce (thick sliced)","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","4967","-4967","Staged","","Not Started","",""
"2026-06-01 - 1","24-51","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","F_ Meatball 2.1 - Basic Beef - EACH","0","HORIZONTAL MIXER, OVEN, PATTY MAKER, PLANETARY MIXER","","4967","-4967","Staged","","Not Started","","short liquid egg"
"2026-06-01 - 1","24-40","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Mixed veg - Summer Zucchini Roast","0","OVEN","2036","1341","695","Partially Staged","","Post Blast","",""
"2026-06-01 - 1","24-41","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Mozzarella + Parsley Mix","0","HAND MIX","572","1341","-769","Partially Staged","","Post Blast","",""
"2026-06-01 - 1","24-43","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Roasted Garlic and Parsley Roasted Potato - SH","0","BRAISER, OVEN, SPICE PORTIONING","2","1341","-1339","Picking","","Post Blast","",""
"2026-06-01 - 1","24-44","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Smokehouse Ketchup","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","2","1341","-1339","Picking","","Post Blast","",""
"2026-06-01 - 1","24-45","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Cabbage - Roasted Green Cabbage","0","OVEN","900","1399","-499","Staged","","Post Blast","",""
"2026-06-01 - 1","24-46","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Chickpeas - BBQ Chickpeas","0","BRAISER, HAND MIX, IMMERSION BLENDER, OVEN, SPICE PORTIONING","1470","1399","71","Picking","","Post Blast","",""
"2026-06-01 - 1","24-47","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Corn - Chive-garlic corn kernels","0","HAND MARINADE, OVEN","950","1399","-449","Picking","","Post Blast","",""
"2026-06-01 - 1","24-48","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","","1399","-1399","Staged","","Not Started","",""
"2026-06-01 - 1","24-52","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Tomato Ground Beef Mix","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","58000","3925","54075","Picking","","Pre Blast","",""
"2026-06-01 - 1","24-71","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Cabbage - Cheesy Cabbage Casserole","0","BRAISER, SPICE PORTIONING","370000","3925","366075","Picking","","Post Blast","","2 batch need to be cook tomorrow"
"2026-06-01 - 1","24-72","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","","3925","-3925","Staged","","Not Started","2026-06-01T16:00:00Z",""
"2026-06-01 - 1","24-73","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Mixed veg - Garlic Chili Green Beans & Red Bell Peppers","0","IMMERSION BLENDER, OVEN","380000","3925","376075","Partially Staged","","Post Blast","2026-06-01T16:00:00Z","we miss oven rack 3/4  are done."
"2026-06-01 - 1","24-20","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Bacon Chicken Casserole","0","BRAISER, HAND MIX, HOT SHREDDER, IMMERSION BLENDER, MARINADE, OVEN, SPICE PORTIONING","2747","2949","-202","Picking","","Post Blast","",""
"2026-06-01 - 1","24-21","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Extra Crispy Diced Bacon","0","OVEN","4100","2949","1151","Staged","","Post Blast","",""
"2026-06-01 - 1","24-22","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Green Beans CUT 1-1/2 - Fresh","0","OVEN","3363","2949","414","Staged","","Post Blast","2026-06-02T00:00:00Z",""
"2026-06-01 - 1","24-23","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Ranch Sour Cream Batch - PH","0","HAND MIX, OVEN, SPICE PORTIONING","4","2949","-2945","Partially Staged","","Post Blast","2026-06-02T00:00:00Z",""
"2026-06-01 - 2","24-53","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Pulled Chicken - Batch for Taco Bowl","0","BRINE, HAND MIX, HOT SHREDDER, MARINADE, OVEN, SPICE PORTIONING","2130","1719","411","Staged","","Post Blast","","need to be Shredded"
"2026-06-01 - 2","24-66","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Roasted Green and Red Bell Peppers - Diced - reduced salt","0","OVEN","1800","1719","81","Staged","","Post Blast","",""
"2026-06-01 - 2","24-67","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Sauce - Cilantro Sour Cream","0","CUPPING, IMMERSION BLENDER","1705","1719","-14","Staged","","Post Blast","",""
"2026-06-01 - 2","24-11","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Compound butter - Chili-Garlic Butter - master batch","0","PLANETARY MIXER, SCOOPER (BUTTER)","5917","6626","-709","Staged","","Post Blast","2026-06-02T00:00:00Z",""
"2026-06-01 - 2","24-13","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Salmon - BAJA Salmon - Batch","0","HAND MARINADE, IMMERSION BLENDER, OVEN, THAW","832","6626","-5794","Staged","","Post Blast","","Marinade Ready"
"2026-06-01 - 2","24-14","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Sauce - Cilantro Sour Cream","0","CUPPING, IMMERSION BLENDER","5725","6626","-901","Partially Staged","","Post Blast","",""
"2026-06-01 - 2","24-17","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Garlic Herb Marinated Salmon","0","HAND MARINADE, IMMERSION BLENDER, OVEN, THAW","462","3515","-3053","Partially Staged","","Post Blast","","3/4 Done because we miss oven rack"
"2026-06-01 - 2","24-18","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Parmesan Cauliflower Mash - Rice - HTD - Batch","0","BRAISER, SPICE PORTIONING","3420","3515","-95","Staged","","Post Blast","",""
"2026-06-02 - 1","24-65","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","1734","1719","15","Staged","","Post Blast","",""
"2026-06-02 - 1","24-68","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Corn - Red Chili pulled Pork","0","OVEN","1689","1719","-30","Picking","","Post Blast","","miss red onion"
"2026-06-02 - 1","24-69","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Rice - Shredded Chicken Taco Bowl Rice & Beans - Parboiled Rice","0","HAND MIX, OVEN","2","1719","-1717","Staged","","Post Blast","",""
"2026-06-02 - 1","24-70","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Roasted Green Onions","0","OVEN","400","1719","-1319","Staged","","Post Blast","",""
"2026-06-02 - 1","24-10","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Broccoli - S&P Broccoli FLORETS - less salt","0","HAND MIX, IMMERSION BLENDER","8","6626","-6618","Staged","","Post Blast","",""
"2026-06-02 - 1","24-12","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Mexican Cauliflower Rice","0","OVEN","6575","6626","-51","Partially Staged","","Post Blast","","we miss red onion"
"2026-06-02 - 1","24-100","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Cauliflower Gratin- No Onions","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","2603","-2603","Staged","","Not Started","",""
"2026-06-02 - 1","24-101","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","F_ Meatball 2.1 - Basic Beef - EACH","0","HORIZONTAL MIXER, OVEN, PATTY MAKER, PLANETARY MIXER","","2603","-2603","Partially Staged","","Pre Blast","",""
"2026-06-02 - 1","24-102","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Roasted Portobello's- Less Garlic","0","BRAISER, OVEN, SPICE PORTIONING","","2603","-2603","Staged","","Not Started","",""
"2026-06-02 - 1","24-103","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Stroganoff Sauce (thick sliced)","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","2603","-2603","Staged","","Pre Blast","",""
"2026-06-02 - 1","24-121","REC-013852-4-003","FV0472A - Indian Butter Chicken [BNL]","Diced chicken - Butter Chicken Batch - BA","0","BRINE, HAND MIX, MARINADE, OVEN, SPICE PORTIONING","705","704","1","Staged","","Post Blast","",""
"2026-06-02 - 1","24-15","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Broccoli - S&P Broccoli FLORETS - less salt","0","HAND MIX, IMMERSION BLENDER","4","3515","-3511","Staged","","Post Blast","",""
"2026-06-02 - 1","24-16","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Capers","0","","1715","3515","-1800","Staged","","Post Blast","",""
"2026-06-02 - 1","24-19","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Sauce - Piccata Sauce - Lower Fat","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","2","3515","-3513","Picking","","Post Blast","",""
"2026-06-02 - 1","24-74","REC-029186-4-003","FV1776A Tomato & Feta Shrimp [DKSE]","Basil-Garlic Shrimp Batch - Less Oil","0","IMMERSION BLENDER, MARINADE, OVEN, THAW","3","1930","-1927","Staged","","Post Blast","",""
"2026-06-02 - 1","24-75","REC-029186-4-003","FV1776A Tomato & Feta Shrimp [DKSE]","Garlic & Rosemary Zucchini Moons","0","","1700","1930","-230","Staged","","Post Blast","",""
"2026-06-02 - 1","24-76","REC-029186-4-003","FV1776A Tomato & Feta Shrimp [DKSE]","Greek Herb Roasted Cherry Tomatoes - No Salt","0","","","1930","-1930","Partially Staged","","Not Started","","Tomatoes arrive tomorrow"
"2026-06-02 - 1","24-77","REC-029186-4-003","FV1776A Tomato & Feta Shrimp [DKSE]","Greek Lemon Rice - Brown Jasmine","0","HAND MIX, OVEN","","1930","-1930","Partially Staged","","Not Started","","Onion Short
"
"2026-06-02 - 1","24-78","REC-029186-4-003","FV1776A Tomato & Feta Shrimp [DKSE]","Tomato & Feta Sauce - Chunky","0","BRAISER, HAND MIX, IMMERSION BLENDER, SPICE PORTIONING","3","1930","-1927","Picking","","Post Blast","",""
"2026-06-02 - 2","24-54","REC-013840-4-004","FV0426A - Potato Leek Mash & Grilled Chicken [DE]","Chicken breast - Herb Grilled Chicken Breast","0","BRINE, GRILL, MARINADE, OVEN","260","2474","-2214","Staged","","Post Blast","",""
"2026-06-02 - 2","24-56","REC-013840-4-004","FV0426A - Potato Leek Mash & Grilled Chicken [DE]","Corn - S&P Roasty Corn Sauté - BRAISER","0","BRAISER, SPICE PORTIONING","","2474","-2474","Staged","","Pre Blast","",""
"2026-06-02 - 2","24-138","REC-013840-4-004","FV0426A - Potato Leek Mash & Grilled Chicken [DE]","Compound butter - Parmesan-Chive","0","PLANETARY MIXER, SCOOPER (BUTTER)","","2474","-2474","Staged","","Not Started","",""
"2026-06-02 - 2","24-63","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Roasted Garlic and Parsley Roasted Potato - SH","0","BRAISER, OVEN, SPICE PORTIONING","1","907","-906","Staged","","Post Blast","",""
"2026-06-02 - 2","24-64","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Smokehouse Ketchup","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","1","907","-906","Picking","","Post Blast","",""
"2026-06-02 - 2","24-120","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Beef Burger Master EU","0","BRAISER, HORIZONTAL MIXER, IMMERSION BLENDER, OVEN, PATTY MAKER, SPICE PORTIONING","","907","-907","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-130","REC-013396-4-008","FV0160A - Beef Shepherds Pie [BNL]","Beef Shepherd's Pie Meat Base - enhanced","0","BRAISER, IMMERSION BLENDER, OVEN, SPICE PORTIONING","","2130","-2130","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-131","REC-013396-4-008","FV0160A - Beef Shepherds Pie [BNL]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","900","2130","-1230","Staged","","Post Blast","",""
"2026-06-03 - 1","24-132","REC-013396-4-008","FV0160A - Beef Shepherds Pie [BNL]","Green beans - Plain S&P Roasted Green Beans, Whole","0","OVEN","","2130","-2130","Staged","","Pre Blast","",""
"2026-06-03 - 1","24-133","REC-013396-4-008","FV0160A - Beef Shepherds Pie [BNL]","Shepherd Pie Mash Potatoes","0","OVEN, PLANETARY MIXER","","2130","-2130","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-57","REC-013840-4-004","FV0426A - Potato Leek Mash & Grilled Chicken [DE]","Courgette - Herb Roasted Zucchini + more salt","0","OVEN","","2474","-2474","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-58","REC-013840-4-004","FV0426A - Potato Leek Mash & Grilled Chicken [DE]","Mash - Leek & Cream cheese Mashed Potatoes","0","OVEN, PLANETARY MIXER","","2474","-2474","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-104","REC-013852-4-003","FV0472A - Indian Butter Chicken [BNL]","Cauliflower rice - Cilantro and Lime Cauliflower Rice - BA","0","OVEN","","705","-705","Staged","","Not Started","",""
"2026-06-03 - 1","24-106","REC-013852-4-003","FV0472A - Indian Butter Chicken [BNL]","Roasted Green Onions","0","OVEN","","705","-705","Staged","","Not Started","",""
"2026-06-03 - 1","24-107","REC-013852-4-003","FV0472A - Indian Butter Chicken [BNL]","Sauce - Butter Chicken sauce","0","BRAISER, HAND MIX, IMMERSION BLENDER, SPICE PORTIONING","","705","-705","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-108","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Cabbage - Cheesy Cabbage Casserole","0","BRAISER, SPICE PORTIONING","","1682","-1682","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-109","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","","1723","-1723","Staged","","Not Started","",""
"2026-06-03 - 1","24-110","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Mixed veg - Garlic Chili Green Beans & Red Bell Peppers","0","IMMERSION BLENDER, OVEN","","1723","-1723","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-111","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Tomato Ground Beef Mix","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","1723","-1723","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-86","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Garlic Herb Marinated Salmon","0","HAND MARINADE, IMMERSION BLENDER, OVEN, THAW","","1506","-1506","Partially Staged","","Not Started","",""
"2026-06-03 - 1","24-87","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Parmesan Cauliflower Mash - Rice - HTD - Batch","0","BRAISER, SPICE PORTIONING","","1506","-1506","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-148","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Cabbage - Cheesy Cabbage Casserole","1666","BRAISER, SPICE PORTIONING","","4042","-4042","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-149","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Tomato Ground Beef Mix","1666","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","4001","-4001","Released","","Not Started","",""
"2026-06-04 - 1","24-150","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","1666","","","2501","-2501","Released","","Not Started","",""
"2026-06-04 - 1","24-151","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Mixed veg - Garlic Chili Green Beans & Red Bell Peppers","1666","IMMERSION BLENDER, OVEN","","2501","-2501","Released","","Not Started","",""
"2026-06-04 - 1","24-142","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Salmon - BAJA Salmon - Batch","1268","HAND MARINADE, IMMERSION BLENDER, OVEN, THAW","","3440","-3440","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-162","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Compound butter - Chili-Garlic Butter - master batch","1268","PLANETARY MIXER, SCOOPER (BUTTER)","","3440","-3440","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-163","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Sauce - Cilantro Sour Cream","1268","CUPPING, IMMERSION BLENDER","","3440","-3440","Picking","","Not Started","",""
"2026-06-04 - 1","24-84","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Broccoli - S&P Broccoli FLORETS - less salt","620","HAND MIX, IMMERSION BLENDER","","1507","-1507","Staged","","Not Started","",""
"2026-06-04 - 1","24-85","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Capers","620","","","1507","-1507","Staged","","Not Started","",""
"2026-06-04 - 1","24-88","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Sauce - Piccata Sauce - Lower Fat","620","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","1507","-1507","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-126","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Bacon Chicken Casserole","454","BRAISER, HAND MIX, HOT SHREDDER, IMMERSION BLENDER, MARINADE, OVEN, SPICE PORTIONING","","1852","-1852","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-127","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Extra Crispy Diced Bacon","454","OVEN","","1852","-1852","Staged","","Not Started","",""
"2026-06-04 - 1","24-128","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Green Beans CUT 1-1/2 - Fresh","454","OVEN","","1852","-1852","Released","","Not Started","",""
"2026-06-04 - 1","24-129","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Ranch Sour Cream Batch - PH","454","HAND MIX, OVEN, SPICE PORTIONING","","1852","-1852","Picking","","Not Started","",""
"2026-06-04 - 1","24-164","REC-013852-4-003","FV0472A - Indian Butter Chicken [BNL]","Diced chicken - Butter Chicken Batch - BA","346","BRINE, HAND MIX, MARINADE, OVEN, SPICE PORTIONING","","350","-350","Partially Staged","","Not Started","",""
"2026-06-04 - 1","24-166","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Sauce - Cilantro Sour Cream","302","CUPPING, IMMERSION BLENDER","","888","-888","Released","","Not Started","",""
"2026-06-04 - 1","24-165","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Beef Burger Master EU","280","BRAISER, HORIZONTAL MIXER, IMMERSION BLENDER, OVEN, PATTY MAKER, SPICE PORTIONING","","700","-700","Released","","Not Started","",""
"2026-06-04 - 2","24-144","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Cauliflower Gratin- No Onions","1130","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","1378","-1378","Open","","Not Started","",""
"2026-06-04 - 2","24-145","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","F_ Meatball 2.1 - Basic Beef - EACH","1130","HORIZONTAL MIXER, OVEN, PATTY MAKER, PLANETARY MIXER","","1378","-1378","Picking","","Not Started","",""
"2026-06-04 - 2","24-146","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Roasted Portobello's- Less Garlic","1130","BRAISER, OVEN, SPICE PORTIONING","","1378","-1378","Open","","Not Started","",""
"2026-06-04 - 2","24-147","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Stroganoff Sauce (thick sliced)","1130","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","1378","-1378","Open","","Not Started","",""
"2026-06-04 - 2","24-94","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Pulled Chicken - Batch for Taco Bowl","302","BRINE, HAND MIX, HOT SHREDDER, MARINADE, OVEN, SPICE PORTIONING","","888","-888","Released","","Not Started","",""
"2026-06-04 - 2","24-160","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Roasted Garlic and Parsley Roasted Potato - SH","280","BRAISER, OVEN, SPICE PORTIONING","","700","-700","Open","","Not Started","",""
"2026-06-04 - 2","24-161","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Smokehouse Ketchup","280","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","700","-700","Open","","Not Started","",""
