Recipe Name,Recipe ID,Sub-Recipe 1 Name,Sub-Recipe 1 ID,Sub-Recipe 1 Quantity,Sub-Recipe 1 UOM,Sub-Recipe 1 Recipe Categories,Sub-Recipe 2 Name,Sub-Recipe 2 ID,Sub-Recipe 2 Quantity,Sub-Recipe 2 UOM,Sub-Recipe 2 Recipe Categories,Sub-Recipe 3 Name,Sub-Recipe 3 ID,Sub-Recipe 3 Quantity,Sub-Recipe 3 UOM,Sub-Recipe 3 Recipe Categories,Sub-Recipe 4 Name,Sub-Recipe 4 ID,Sub-Recipe 4 Quantity,Sub-Recipe 4 UOM,Sub-Recipe 4 Recipe Categories,Ingredient,Ingredient ID,Gross Ingredient Qty,Net Ingredient Qty,Ingredient UOM,Ingredient Allergen Type,Sub Allergen Type,Sub-Recipe Yield %,Qty Converted to Weight,Qty Unit
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,14.55,14.55,grams,MILCH (EINSCHLIESSLICH LAKTOSE),,0.88017,14.55,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,8.29,8.29,grams,,,0.88017,8.29,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,1.63,1.63,grams,,,0.88017,1.63,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,3.31,3.31,grams,SCHWEFELDIOXIDE UND SULFITE,,0.88017,3.31,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",Hydrated Sun-Dried Tomatoes,SUB-013501-4-001,14.53,grams,BRAISER,,,,,,,,,,,"FA-DE Tomatoes, Sun - Dried Julienned /Tomaten, sonnengetrocknete Julienne",PRO-00-139296-5,8.07,8.07,grams,,,0.90002,8.07,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",Hydrated Sun-Dried Tomatoes,SUB-013501-4-001,14.53,grams,BRAISER,,,,,,,,,,,FA-DE Water / Wasser,OTH-00-144038-5,8.07,8.07,grams,,,0.90002,8.07,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Spinach, Fresh, Stem Off /Spinat, frisch, ohne Stiel",PHF-00-139225-3,11.64,11.64,grams,,,0.88017,11.64,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,0.07,0.07,grams,,,0.88017,0.07,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,14.55,14.55,grams,,,0.88017,14.55,grams
FV0024A - Chicken in tomato cream sauce [BNL],REC-013938-4-007,Sauce - Sun-Dried Tomato Sauce - Less Salt,SUB-013571-4-001,140,grams,"BLAST CHILLER, BRAISER, IMMERSION BLENDER, SPICE PORTIONING",,,,,,,,,,,,,,,,FA-DE Heavy Cream 20% /Sahne 20%,DAI-00-139137-3,90.49,90.49,grams,MILCH (EINSCHLIESSLICH LAKTOSE),,0.88017,90.49,grams
