"1","2","3","4","5","6","7","8","9","10","","","11","12","13","14","15","","16","17","18","19","20","21","22","","","","","20","","","","",""
"W19","","","COPY FROM D4 OUTPUT","","IMPORTS FROM MENU DATABASE","","","","","","","","","","","","","MEAL UPTAKE BY SLOT","","","","","","","","","","","","","","","",""
"Slot BNL","Slot NOR","Week","Count BNL","Count NOR","BNL Count w/ buffer","NOR Count w/ buffer","Recipe ID","BF SKU","BF Name","Dutch Name","Danish Name","Name","Internal SKU number (BNL)","Internal SKU number (NOR)","Price","Production buffer","","BNL","","","","NORD","","","","","W Average of last 3 weeks","WA incl Buffer ","Nordics + 6","BNL + 0.06% / 12 ","","","",""
"401","451","W34","4088","1817","4113","1823","FE4015A","565072","HF Gegrilde kipfilet en ratatouille 429g","met mozzarella, aardappelpartjes en knoflooksaus","Gegrilde kipfilet en ratatouille","Grilled chicken and ratatouille","CON-40-143658-4","CON-00-147878-2","","","W34","401","4088","32729","","451","1817","13966","18.73%","","","","","","","","","0.1268501214"
"402","452","W34","3172","1362","3191","1368","FE0780D","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","402","3172","","","452","1362","","14.04%","","","","","","","","",""
"403","453","W34","3566","1466","3587","1472","FE4053A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","403","3566","","","453","1466","","15.11%","","","","","","","","",""
"404","454","W34","4247","1742","4272","1748","FE4038B","565160","","met knoflook-sperziebonen en broccoli ","Kipfilet in champignonsaus ","Chicken in mushroom sauce","CON-40-143724-4","CON-00-147894-2","","","W34","404","4247","","","454","1742","","17.96%","","","","","","","","",""
"405","455","W34","2552","1092","2567","1098","FE0224C","565047","HF Kip Florentine 404g","met romige polenta, knoflookspinazie en bloemkool","Kipfilet à la Florentine ","Chicken à la Florentine","CON-40-143681-4","CON-00-147827-2","€0.05","","W34","405","2552","","","455","1092","","11.26%","","","","","","","","",""
"406","456","W34","3108","1257","3127","1263","FE0198C","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","406","3108","","","456","1257","","12.96%","","","","","","","","",""
"407","457","W34","2178","1022","2191","1028","FE4010B","565138","","met broccoli in geroosterde paprikasaus en bloemkoolpuree ","Gegrilde varkenshaas en tomatenboter","Grilled pork tenderloin and tomato butter","CON-40-143698-4","CON-00-147874-2","","","W34","407","2178","","","457","1022","","10.53%","","","","","","","","",""
"408","458","W34","2881","1252","2898","1258","FE0036D","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","408","2881","","","458","1252","","12.91%","","","","","","","","",""
"409","459","W34","631","267","643","273","FE0031B","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","409","631","","","459","267","","2.75%","","","","","","","","",""
"410","460","W34","538","218","550","224","FE0090C","565141","","met romige mascapone-polenta","Ratatouille van courgette en paprika","Ratatouille of zucchini and pepper","CON-40-143718-4","CON-00-147817-2","","","W34","410","538","","","460","218","","2.25%","","","","","","","","",""
"411","461","W34","551","185","563","191","FE0413F","565089","HF Franse stijl rundvlees","met bloemkoolpuree, broccoli en Emmentaler","Gestoofd rundvlees in kruidige jus","Braised beef in herby jus","CON-40-143665-4","CON-00-147839-2","","","W34","411","551","","","461","185","","1.91%","","","","","","","","",""
"412","462","W34","762","272","774","278","FE4044B","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","412","762","","","462","272","","2.80%","","","","","","","","",""
"413","463","W34","1377","684","1389","690","FE0207I","565148","HF RW Kipfilet in rom spinazie","met artisjok, courgette en paprika in tomatenboter","Kipfilet in romige spinazie","Chicken in creamy spinach","CON-40-143689-4","CON-00-147825-2","","","W34","413","1377","","","463","684","","7.05%","","","","","","","","",""
"414","464","W34","1968","841","1980","847","FE4001A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W34","414","1968","","","464","841","","8.67%","","","","","","","","",""
"415","465","W34","1110","489","1122","495","FE4027B","565142","HF RW Rundvlees & BBQ saus RW565085 / FE4027A / CS P+","met aardappel-preipuree, courgette en mais","Rundvlees & BBQ saus","Beef & BBQ sauce","CON-40-143725-4","CON-00-147888-2","","","W34","415","1110","","","465","489","","5.04%","","","","","","","","",""
"401","451","W35","4471","1946","4498","1952","FE0426B","565035","HF Puree van aardappel en prei met gegrilde kip 416g","met geroosterde maïs en courgette in een boter van kruiden en Parmezaanse kaas","Gegrilde kipfilet en aardappel-preipuree","Grilled chicken fillet and potato leek mash","CON-40-143659-4","CON-00-147840-2","€0.05","","W35","401","4471","34600","","451","1946","13799","20.06%","","","","","","","","",""
"402","452","W35","3366","1289","3386","1295","FE4014B","565122","","met courgette, doperwten en peterselie","Romige basilicum-risotto met kipfilet","Creamy basil risotto with chicken","CON-40-143720-4","CON-00-147877-2","","","W35","402","3366","","","452","1289","","13.29%","","","","","","","","",""
"403","453","W35","3838","1337","3861","1343","FE4038B","565160","","met knoflook-sperziebonen en broccoli ","Kipfilet in champignonsaus ","Chicken in mushroom sauce","CON-40-143724-4","CON-00-147894-2","","","W35","403","3838","","","453","1337","","13.78%","","","","","","","","",""
"404","454","W35","4134","1618","4159","1624","FE0472B","565145","HF RW Butter Chicken","met bloemkoolrijst, koriander en limoen","Indiase stijl butter chicken","Indian style butter chicken","CON-40-143711-4","CON-00-147844-2","","","W35","404","4134","","","454","1618","","16.68%","","","","","","","","",""
"405","455","W35","2844","1398","2861","1404","FE0224C","565047","HF Kip Florentine 404g","met romige polenta, knoflookspinazie en bloemkool","Kipfilet à la Florentine ","Chicken à la Florentine","CON-40-143681-4","CON-00-147827-2","€0.05","","W35","405","2844","","","455","1398","","14.41%","","","","","","","","",""
"406","456","W35","2839","1077","2856","1083","FE0207I","565148","HF RW Kipfilet in rom spinazie","met artisjok, courgette en paprika in tomatenboter","Kipfilet in romige spinazie","Chicken in creamy spinach","CON-40-143689-4","CON-00-147825-2","","","W35","406","2839","","","456","1077","","11.10%","","","","","","","","",""
"407","457","W35","3332","1100","3352","1106","FE4010B","565138","","met broccoli in geroosterde paprikasaus en bloemkoolpuree ","Gegrilde varkenshaas en tomatenboter","Grilled pork tenderloin and tomato butter","CON-40-143698-4","CON-00-147874-2","","","W35","407","3332","","","457","1100","","11.34%","","","","","","","","",""
"408","458","W35","2724","1124","2740","1130","FE4039C","565102","HF Zalm romige gochugaru sa","met sesam-courgetti","Zalm in romige gochugaru saus","Salmon in creamy gochugaru sauce","CON-40-143752-4","CON-00-147893-2","","","W35","408","2724","","","458","1124","","11.59%","","","","","","","","",""
"409","459","W35","513","208","525","214","FE0031B","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W35","409","513","","","459","208","","2.14%","","","","","","","","",""
"410","460","W35","657","266","669","272","FE0425C","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W35","410","657","","","460","266","","2.74%","","","","","","","","",""
"411","461","W35","858","297","870","303","FE0746A","565091","HF Beef burrito bowl","met bloemkoolrijst, courgette en koriander-crème","Pittig rundergehakt met jalapeno's","Spicy ground beef with jalapenos","CON-40-143706-4","CON-00-147857-2","","","W35","411","858","","","461","297","","3.06%","","","","","","","","",""
"412","462","W35","820","271","832","277","FE0036E","565042","HF Zalm+cheesy bloemk rijst","met pittige broccoli","Zalm op cheesy bloemkoolrijst","Salmon on cheesy cauliflower rice","CON-40-143755-4","CON-00-147814-2","","","W35","412","820","","","462","271","","2.79%","","","","","","","","",""
"413","463","W35","1840","906","1852","912","FE0129F","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","","W35","413","1840","","","463","906","","9.34%","","","","","","","","",""
"414","464","W35","1189","572","1201","578","FE4050A","565125","HF Gehakt en zwarte bonen bowl","met koriander, rijst en maïs","Rundergehakt & zwarte bonen bowl","Beef & black bean bowl","CON-40-143723-4","CON-00-147903-2","","","W35","414","1189","","","464","572","","5.90%","","","","","","","","",""
