"","Data Validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","All Meals (except Salmon)","","","","","","","","","","","","","","","","Salmon Meals","","","","","","","","","","","","","",""
"All Markets","week.value","week","slot","deliveryDate BNL","deliveryDate NOR","deliveryDate DE","recipe code","sku.value BNL","orderSize BNL","sku.value NOR","orderSize NOR","sku.value DE","orderSize DE","price","","","week.value","week","slot","deliveryDate BNL","deliveryDate NOR","deliveryDate DE","recipe code","sku.value BNL","orderSize BNL","sku.value NOR","orderSize NOR","sku.value DE","orderSize DE","price",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152205-2","1852","UNIT_TYPE","0","1","unit","4.39","","2025-W19","VE","","Multi-Week","301026","2026-05-01","4:00","5:00","CON-00-151278-2","1180","UNIT_TYPE","0","1","unit","6.40"
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136698-3","2002","UNIT_TYPE","0","1","unit","4.72","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-137745-2","2349","UNIT_TYPE","0","1","unit","5.40","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-150748-2","2006","UNIT_TYPE","0","1","unit","4.43","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152025-2","1654","UNIT_TYPE","0","1","unit","6.23","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-148220-2","1404","UNIT_TYPE","0","1","unit","4.34","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136629-3","368","UNIT_TYPE","0","1","unit","3.94","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136634-3","298","UNIT_TYPE","0","1","unit","3.63","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136637-3","517","UNIT_TYPE","0","1","unit","4.57","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-138152-2","1195","UNIT_TYPE","0","1","unit","4.05","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152024-2","627","UNIT_TYPE","0","1","unit","4.53","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136694-3","561","UNIT_TYPE","0","1","unit","5.08","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-154547-2","695","UNIT_TYPE","0","1","unit","6.35","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-155185-3","1552","UNIT_TYPE","0","1","unit","4.19","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136696-3","457","UNIT_TYPE","0","1","unit","5.01","","","","","","","","","","","","","","","",""
"","2025-W19","VE","","Multi-Week","300889","2026-05-01","4:00","5:00","PTN-00-136930-3","40","UNIT_TYPE","0","1","unit","3.61","","","","","","","","","","","","","","","",""
